chr1	1
chrUn_AADN03014631	AADN03014631.1
chrUn_AADN03014632	AADN03014632.1
chrUn_AADN03014633	AADN03014633.1
chrUn_AADN03014634	AADN03014634.1
chrUn_AADN03014635	AADN03014635.1
chrUn_AADN03014636	AADN03014636.1
chrUn_AADN03014637	AADN03014637.1
chrUn_AADN03014638	AADN03014638.1
chrUn_AADN03014639	AADN03014639.1
chrUn_AADN03014640	AADN03014640.1
chrUn_AADN03014643	AADN03014643.1
chrUn_AADN03014644	AADN03014644.1
chrUn_AADN03014645	AADN03014645.1
chrUn_AADN03014646	AADN03014646.1
chrUn_AADN03014647	AADN03014647.1
chrUn_AADN03014648	AADN03014648.1
chrUn_AADN03014649	AADN03014649.1
chrUn_AADN03014650	AADN03014650.1
chrUn_AADN03014651	AADN03014651.1
chrUn_AADN03014652	AADN03014652.1
chrUn_AADN03014654	AADN03014654.1
chrUn_AADN03014655	AADN03014655.1
chrUn_AADN03014656	AADN03014656.1
chrUn_AADN03014657	AADN03014657.1
chrUn_AADN03014659	AADN03014659.1
chrUn_AADN03014660	AADN03014660.1
chrUn_AADN03014661	AADN03014661.1
chrUn_AADN03014662	AADN03014662.1
chrUn_AADN03014663	AADN03014663.1
chrUn_AADN03014664	AADN03014664.1
chrUn_AADN03014665	AADN03014665.1
chrUn_AADN03014666	AADN03014666.1
chrUn_AADN03014669	AADN03014669.1
chrUn_AADN03014670	AADN03014670.1
chrUn_AADN03014671	AADN03014671.1
chrUn_AADN03014672	AADN03014672.1
chrUn_AADN03014673	AADN03014673.1
chrUn_AADN03014674	AADN03014674.1
chrUn_AADN03014675	AADN03014675.1
chrUn_AADN03014676	AADN03014676.1
chrUn_AADN03014677	AADN03014677.1
chrUn_AADN03014678	AADN03014678.1
chrUn_AADN03014679	AADN03014679.1
chrUn_AADN03014680	AADN03014680.1
chrUn_AADN03014681	AADN03014681.1
chrUn_AADN03014682	AADN03014682.1
chrUn_AADN03014683	AADN03014683.1
chrUn_AADN03014684	AADN03014684.1
chrUn_AADN03014685	AADN03014685.1
chrUn_AADN03014686	AADN03014686.1
chrUn_AADN03014688	AADN03014688.1
chrUn_AADN03014690	AADN03014690.1
chrUn_AADN03014692	AADN03014692.1
chrUn_AADN03014694	AADN03014694.1
chrUn_AADN03014695	AADN03014695.1
chrUn_AADN03014697	AADN03014697.1
chrUn_AADN03014698	AADN03014698.1
chrUn_AADN03014699	AADN03014699.1
chrUn_AADN03014700	AADN03014700.1
chrUn_AADN03014701	AADN03014701.1
chrUn_AADN03014702	AADN03014702.1
chrUn_AADN03014703	AADN03014703.1
chrUn_AADN03014704	AADN03014704.1
chrUn_AADN03014706	AADN03014706.1
chrUn_AADN03014707	AADN03014707.1
chrUn_AADN03014708	AADN03014708.1
chrUn_AADN03014709	AADN03014709.1
chrUn_AADN03014710	AADN03014710.1
chrUn_AADN03014711	AADN03014711.1
chrUn_AADN03014713	AADN03014713.1
chrUn_AADN03014716	AADN03014716.1
chrUn_AADN03014717	AADN03014717.1
chrUn_AADN03014718	AADN03014718.1
chrUn_AADN03014720	AADN03014720.1
chrUn_AADN03014721	AADN03014721.1
chrUn_AADN03014722	AADN03014722.1
chrUn_AADN03014723	AADN03014723.1
chrUn_AADN03014725	AADN03014725.1
chrUn_AADN03014726	AADN03014726.1
chrUn_AADN03014727	AADN03014727.1
chrUn_AADN03014730	AADN03014730.1
chrUn_AADN03014731	AADN03014731.1
chrUn_AADN03014732	AADN03014732.1
chrUn_AADN03014733	AADN03014733.1
chrUn_AADN03014734	AADN03014734.1
chrUn_AADN03014735	AADN03014735.1
chrUn_AADN03014736	AADN03014736.1
chrUn_AADN03014737	AADN03014737.1
chrUn_AADN03014738	AADN03014738.1
chrUn_AADN03014741	AADN03014741.1
chrUn_AADN03014743	AADN03014743.1
chrUn_AADN03014744	AADN03014744.1
chrUn_AADN03014745	AADN03014745.1
chrUn_AADN03014746	AADN03014746.1
chrUn_AADN03014747	AADN03014747.1
chrUn_AADN03014748	AADN03014748.1
chrUn_AADN03014749	AADN03014749.1
chrUn_AADN03014751	AADN03014751.1
chrUn_AADN03014752	AADN03014752.1
chrUn_AADN03014753	AADN03014753.1
chrUn_AADN03014754	AADN03014754.1
chrUn_AADN03014755	AADN03014755.1
chrUn_AADN03014756	AADN03014756.1
chrUn_AADN03014757	AADN03014757.1
chrUn_AADN03014759	AADN03014759.1
chrUn_AADN03014760	AADN03014760.1
chrUn_AADN03014762	AADN03014762.1
chrUn_AADN03014763	AADN03014763.1
chrUn_AADN03014764	AADN03014764.1
chrUn_AADN03014765	AADN03014765.1
chrUn_AADN03014767	AADN03014767.1
chrUn_AADN03014768	AADN03014768.1
chrUn_AADN03014769	AADN03014769.1
chrUn_AADN03014770	AADN03014770.1
chrUn_AADN03014771	AADN03014771.1
chrUn_AADN03014773	AADN03014773.1
chrUn_AADN03014776	AADN03014776.1
chrUn_AADN03014778	AADN03014778.1
chrUn_AADN03014779	AADN03014779.1
chrUn_AADN03014780	AADN03014780.1
chrUn_AADN03014781	AADN03014781.1
chrUn_AADN03014782	AADN03014782.1
chrUn_AADN03014783	AADN03014783.1
chrUn_AADN03014784	AADN03014784.1
chrUn_AADN03014785	AADN03014785.1
chrUn_AADN03014787	AADN03014787.1
chrUn_AADN03014788	AADN03014788.1
chrUn_AADN03014789	AADN03014789.1
chrUn_AADN03014790	AADN03014790.1
chrUn_AADN03014791	AADN03014791.1
chrUn_AADN03014792	AADN03014792.1
chrUn_AADN03014793	AADN03014793.1
chrUn_AADN03014794	AADN03014794.1
chrUn_AADN03014795	AADN03014795.1
chrUn_AADN03014796	AADN03014796.1
chrUn_AADN03014797	AADN03014797.1
chrUn_AADN03014799	AADN03014799.1
chrUn_AADN03014800	AADN03014800.1
chrUn_AADN03014801	AADN03014801.1
chrUn_AADN03014802	AADN03014802.1
chrUn_AADN03014803	AADN03014803.1
chrUn_AADN03014804	AADN03014804.1
chrUn_AADN03014805	AADN03014805.1
chrUn_AADN03014806	AADN03014806.1
chrUn_AADN03014807	AADN03014807.1
chrUn_AADN03014809	AADN03014809.1
chrUn_AADN03014810	AADN03014810.1
chrUn_AADN03014811	AADN03014811.1
chrUn_AADN03014812	AADN03014812.1
chrUn_AADN03014813	AADN03014813.1
chrUn_AADN03014814	AADN03014814.1
chrUn_AADN03014815	AADN03014815.1
chrUn_AADN03014816	AADN03014816.1
chrUn_AADN03014817	AADN03014817.1
chrUn_AADN03014818	AADN03014818.1
chrUn_AADN03014819	AADN03014819.1
chrUn_AADN03014820	AADN03014820.1
chrUn_AADN03014821	AADN03014821.1
chrUn_AADN03014822	AADN03014822.1
chrUn_AADN03014823	AADN03014823.1
chrUn_AADN03014824	AADN03014824.1
chrUn_AADN03014825	AADN03014825.1
chrUn_AADN03014826	AADN03014826.1
chrUn_AADN03014827	AADN03014827.1
chrUn_AADN03014828	AADN03014828.1
chrUn_AADN03014829	AADN03014829.1
chrUn_AADN03014830	AADN03014830.1
chrUn_AADN03014831	AADN03014831.1
chrUn_AADN03014832	AADN03014832.1
chrUn_AADN03014833	AADN03014833.1
chrUn_AADN03014834	AADN03014834.1
chrUn_AADN03014837	AADN03014837.1
chrUn_AADN03014838	AADN03014838.1
chrUn_AADN03014839	AADN03014839.1
chrUn_AADN03014840	AADN03014840.1
chrUn_AADN03014841	AADN03014841.1
chrUn_AADN03014842	AADN03014842.1
chrUn_AADN03014843	AADN03014843.1
chrUn_AADN03014844	AADN03014844.1
chrUn_AADN03014845	AADN03014845.1
chrUn_AADN03014846	AADN03014846.1
chrUn_AADN03014849	AADN03014849.1
chrUn_AADN03014853	AADN03014853.1
chrUn_AADN03014854	AADN03014854.1
chrUn_AADN03014855	AADN03014855.1
chrUn_AADN03014856	AADN03014856.1
chrUn_AADN03014857	AADN03014857.1
chrUn_AADN03014859	AADN03014859.1
chrUn_AADN03014860	AADN03014860.1
chrUn_AADN03014861	AADN03014861.1
chrUn_AADN03014863	AADN03014863.1
chrUn_AADN03014864	AADN03014864.1
chrUn_AADN03014865	AADN03014865.1
chrUn_AADN03014866	AADN03014866.1
chrUn_AADN03014867	AADN03014867.1
chrUn_AADN03014868	AADN03014868.1
chrUn_AADN03014870	AADN03014870.1
chrUn_AADN03014871	AADN03014871.1
chrUn_AADN03014872	AADN03014872.1
chrUn_AADN03014875	AADN03014875.1
chrUn_AADN03014876	AADN03014876.1
chrUn_AADN03014877	AADN03014877.1
chrUn_AADN03014878	AADN03014878.1
chrUn_AADN03014879	AADN03014879.1
chrUn_AADN03014880	AADN03014880.1
chrUn_AADN03014881	AADN03014881.1
chrUn_AADN03014882	AADN03014882.1
chrUn_AADN03014883	AADN03014883.1
chrUn_AADN03014884	AADN03014884.1
chrUn_AADN03014885	AADN03014885.1
chrUn_AADN03014886	AADN03014886.1
chrUn_AADN03014888	AADN03014888.1
chrUn_AADN03014889	AADN03014889.1
chrUn_AADN03014890	AADN03014890.1
chrUn_AADN03014891	AADN03014891.1
chrUn_AADN03014892	AADN03014892.1
chrUn_AADN03014893	AADN03014893.1
chrUn_AADN03014894	AADN03014894.1
chrUn_AADN03014895	AADN03014895.1
chrUn_AADN03014896	AADN03014896.1
chrUn_AADN03014897	AADN03014897.1
chrUn_AADN03014898	AADN03014898.1
chrUn_AADN03014899	AADN03014899.1
chrUn_AADN03014900	AADN03014900.1
chrUn_AADN03014901	AADN03014901.1
chrUn_AADN03014902	AADN03014902.1
chrUn_AADN03014905	AADN03014905.1
chrUn_AADN03014906	AADN03014906.1
chrUn_AADN03014907	AADN03014907.1
chrUn_AADN03014908	AADN03014908.1
chrUn_AADN03014909	AADN03014909.1
chrUn_AADN03014913	AADN03014913.1
chrUn_AADN03014914	AADN03014914.1
chrUn_AADN03014916	AADN03014916.1
chrUn_AADN03014917	AADN03014917.1
chrUn_AADN03014918	AADN03014918.1
chrUn_AADN03014919	AADN03014919.1
chrUn_AADN03014920	AADN03014920.1
chrUn_AADN03014922	AADN03014922.1
chrUn_AADN03014923	AADN03014923.1
chrUn_AADN03014925	AADN03014925.1
chrUn_AADN03014926	AADN03014926.1
chrUn_AADN03014927	AADN03014927.1
chrUn_AADN03014928	AADN03014928.1
chrUn_AADN03014929	AADN03014929.1
chrUn_AADN03014930	AADN03014930.1
chrUn_AADN03014932	AADN03014932.1
chrUn_AADN03014933	AADN03014933.1
chrUn_AADN03014934	AADN03014934.1
chrUn_AADN03014936	AADN03014936.1
chrUn_AADN03014937	AADN03014937.1
chrUn_AADN03014938	AADN03014938.1
chrUn_AADN03014939	AADN03014939.1
chrUn_AADN03014940	AADN03014940.1
chrUn_AADN03014941	AADN03014941.1
chrUn_AADN03014942	AADN03014942.1
chrUn_AADN03014943	AADN03014943.1
chrUn_AADN03014944	AADN03014944.1
chrUn_AADN03014945	AADN03014945.1
chrUn_AADN03014946	AADN03014946.1
chrUn_AADN03014947	AADN03014947.1
chrUn_AADN03014948	AADN03014948.1
chrUn_AADN03014949	AADN03014949.1
chrUn_AADN03014950	AADN03014950.1
chrUn_AADN03014951	AADN03014951.1
chrUn_AADN03014952	AADN03014952.1
chrUn_AADN03014953	AADN03014953.1
chrUn_AADN03014954	AADN03014954.1
chrUn_AADN03014955	AADN03014955.1
chrUn_AADN03014956	AADN03014956.1
chrUn_AADN03014957	AADN03014957.1
chrUn_AADN03014959	AADN03014959.1
chrUn_AADN03014960	AADN03014960.1
chrUn_AADN03014961	AADN03014961.1
chrUn_AADN03014962	AADN03014962.1
chrUn_AADN03014963	AADN03014963.1
chrUn_AADN03014964	AADN03014964.1
chrUn_AADN03014965	AADN03014965.1
chrUn_AADN03014966	AADN03014966.1
chrUn_AADN03014967	AADN03014967.1
chrUn_AADN03014968	AADN03014968.1
chrUn_AADN03014969	AADN03014969.1
chrUn_AADN03014970	AADN03014970.1
chrUn_AADN03014972	AADN03014972.1
chrUn_AADN03014974	AADN03014974.1
chrUn_AADN03014975	AADN03014975.1
chrUn_AADN03014976	AADN03014976.1
chrUn_AADN03014977	AADN03014977.1
chrUn_AADN03014978	AADN03014978.1
chrUn_AADN03014979	AADN03014979.1
chrUn_AADN03014980	AADN03014980.1
chrUn_AADN03014981	AADN03014981.1
chrUn_AADN03014982	AADN03014982.1
chrUn_AADN03014983	AADN03014983.1
chrUn_AADN03014984	AADN03014984.1
chrUn_AADN03014985	AADN03014985.1
chrUn_AADN03014986	AADN03014986.1
chrUn_AADN03014987	AADN03014987.1
chrUn_AADN03014988	AADN03014988.1
chrUn_AADN03014989	AADN03014989.1
chrUn_AADN03014990	AADN03014990.1
chrUn_AADN03014991	AADN03014991.1
chrUn_AADN03014992	AADN03014992.1
chrUn_AADN03014993	AADN03014993.1
chrUn_AADN03014995	AADN03014995.1
chrUn_AADN03014996	AADN03014996.1
chrUn_AADN03014997	AADN03014997.1
chrUn_AADN03014998	AADN03014998.1
chrUn_AADN03014999	AADN03014999.1
chrUn_AADN03015000	AADN03015000.1
chrUn_AADN03015001	AADN03015001.1
chrUn_AADN03015002	AADN03015002.1
chrUn_AADN03015003	AADN03015003.1
chrUn_AADN03015004	AADN03015004.1
chrUn_AADN03015005	AADN03015005.1
chrUn_AADN03015006	AADN03015006.1
chrUn_AADN03015008	AADN03015008.1
chrUn_AADN03015009	AADN03015009.1
chrUn_AADN03015010	AADN03015010.1
chrUn_AADN03015011	AADN03015011.1
chrUn_AADN03015012	AADN03015012.1
chrUn_AADN03015013	AADN03015013.1
chrUn_AADN03015014	AADN03015014.1
chrUn_AADN03015016	AADN03015016.1
chrUn_AADN03015019	AADN03015019.1
chrUn_AADN03015020	AADN03015020.1
chrUn_AADN03015021	AADN03015021.1
chrUn_AADN03015022	AADN03015022.1
chrUn_AADN03015023	AADN03015023.1
chrUn_AADN03015024	AADN03015024.1
chrUn_AADN03015025	AADN03015025.1
chrUn_AADN03015026	AADN03015026.1
chrUn_AADN03015027	AADN03015027.1
chrUn_AADN03015029	AADN03015029.1
chrUn_AADN03015030	AADN03015030.1
chrUn_AADN03015032	AADN03015032.1
chrUn_AADN03015033	AADN03015033.1
chrUn_AADN03015034	AADN03015034.1
chrUn_AADN03015035	AADN03015035.1
chrUn_AADN03015037	AADN03015037.1
chrUn_AADN03015038	AADN03015038.1
chrUn_AADN03015040	AADN03015040.1
chrUn_AADN03015041	AADN03015041.1
chrUn_AADN03015043	AADN03015043.1
chrUn_AADN03015045	AADN03015045.1
chrUn_AADN03015046	AADN03015046.1
chrUn_AADN03015047	AADN03015047.1
chrUn_AADN03015049	AADN03015049.1
chrUn_AADN03015050	AADN03015050.1
chrUn_AADN03015053	AADN03015053.1
chrUn_AADN03015055	AADN03015055.1
chrUn_AADN03015056	AADN03015056.1
chrUn_AADN03015058	AADN03015058.1
chrUn_AADN03015059	AADN03015059.1
chrUn_AADN03015060	AADN03015060.1
chrUn_AADN03015061	AADN03015061.1
chrUn_AADN03015062	AADN03015062.1
chrUn_AADN03015065	AADN03015065.1
chrUn_AADN03015066	AADN03015066.1
chrUn_AADN03015068	AADN03015068.1
chrUn_AADN03015069	AADN03015069.1
chrUn_AADN03015070	AADN03015070.1
chrUn_AADN03015071	AADN03015071.1
chrUn_AADN03015072	AADN03015072.1
chrUn_AADN03015074	AADN03015074.1
chrUn_AADN03015075	AADN03015075.1
chrUn_AADN03015076	AADN03015076.1
chrUn_AADN03015077	AADN03015077.1
chrUn_AADN03015079	AADN03015079.1
chrUn_AADN03015080	AADN03015080.1
chrUn_AADN03015081	AADN03015081.1
chrUn_AADN03015082	AADN03015082.1
chrUn_AADN03015083	AADN03015083.1
chrUn_AADN03015085	AADN03015085.1
chrUn_AADN03015086	AADN03015086.1
chrUn_AADN03015087	AADN03015087.1
chrUn_AADN03015088	AADN03015088.1
chrUn_AADN03015091	AADN03015091.1
chrUn_AADN03015092	AADN03015092.1
chrUn_AADN03015093	AADN03015093.1
chrUn_AADN03015094	AADN03015094.1
chrUn_AADN03015095	AADN03015095.1
chrUn_AADN03015096	AADN03015096.1
chrUn_AADN03015097	AADN03015097.1
chrUn_AADN03015099	AADN03015099.1
chrUn_AADN03015100	AADN03015100.1
chrUn_AADN03015103	AADN03015103.1
chrUn_AADN03015104	AADN03015104.1
chrUn_AADN03015105	AADN03015105.1
chrUn_AADN03015106	AADN03015106.1
chrUn_AADN03015107	AADN03015107.1
chrUn_AADN03015109	AADN03015109.1
chrUn_AADN03015110	AADN03015110.1
chrUn_AADN03015111	AADN03015111.1
chrUn_AADN03015113	AADN03015113.1
chrUn_AADN03015114	AADN03015114.1
chrUn_AADN03015117	AADN03015117.1
chrUn_AADN03015118	AADN03015118.1
chrUn_AADN03015119	AADN03015119.1
chrUn_AADN03015120	AADN03015120.1
chrUn_AADN03015122	AADN03015122.1
chrUn_AADN03015123	AADN03015123.1
chrUn_AADN03015124	AADN03015124.1
chrUn_AADN03015125	AADN03015125.1
chrUn_AADN03015126	AADN03015126.1
chrUn_AADN03015128	AADN03015128.1
chrUn_AADN03015129	AADN03015129.1
chrUn_AADN03015130	AADN03015130.1
chrUn_AADN03015131	AADN03015131.1
chrUn_AADN03015132	AADN03015132.1
chrUn_AADN03015133	AADN03015133.1
chrUn_AADN03015134	AADN03015134.1
chrUn_AADN03015135	AADN03015135.1
chrUn_AADN03015136	AADN03015136.1
chrUn_AADN03015137	AADN03015137.1
chrUn_AADN03015138	AADN03015138.1
chrUn_AADN03015139	AADN03015139.1
chrUn_AADN03015140	AADN03015140.1
chrUn_AADN03015141	AADN03015141.1
chrUn_AADN03015142	AADN03015142.1
chrUn_AADN03015143	AADN03015143.1
chrUn_AADN03015144	AADN03015144.1
chrUn_AADN03015146	AADN03015146.1
chrUn_AADN03015148	AADN03015148.1
chrUn_AADN03015149	AADN03015149.1
chrUn_AADN03015151	AADN03015151.1
chrUn_AADN03015152	AADN03015152.1
chrUn_AADN03015154	AADN03015154.1
chrUn_AADN03015155	AADN03015155.1
chrUn_AADN03015157	AADN03015157.1
chrUn_AADN03015158	AADN03015158.1
chrUn_AADN03015159	AADN03015159.1
chrUn_AADN03015160	AADN03015160.1
chrUn_AADN03015163	AADN03015163.1
chrUn_AADN03015164	AADN03015164.1
chrUn_AADN03015165	AADN03015165.1
chrUn_AADN03015166	AADN03015166.1
chrUn_AADN03015167	AADN03015167.1
chrUn_AADN03015168	AADN03015168.1
chrUn_AADN03015169	AADN03015169.1
chrUn_AADN03015170	AADN03015170.1
chrUn_AADN03015172	AADN03015172.1
chrUn_AADN03015173	AADN03015173.1
chrUn_AADN03015174	AADN03015174.1
chrUn_AADN03015175	AADN03015175.1
chrUn_AADN03015176	AADN03015176.1
chrUn_AADN03015177	AADN03015177.1
chrUn_AADN03015178	AADN03015178.1
chrUn_AADN03015179	AADN03015179.1
chrUn_AADN03015180	AADN03015180.1
chrUn_AADN03015181	AADN03015181.1
chrUn_AADN03015182	AADN03015182.1
chrUn_AADN03015183	AADN03015183.1
chrUn_AADN03015184	AADN03015184.1
chrUn_AADN03015185	AADN03015185.1
chrUn_AADN03015186	AADN03015186.1
chrUn_AADN03015187	AADN03015187.1
chrUn_AADN03015189	AADN03015189.1
chrUn_AADN03015190	AADN03015190.1
chrUn_AADN03015191	AADN03015191.1
chrUn_AADN03015193	AADN03015193.1
chrUn_AADN03015194	AADN03015194.1
chrUn_AADN03015195	AADN03015195.1
chrUn_AADN03015196	AADN03015196.1
chrUn_AADN03015197	AADN03015197.1
chrUn_AADN03015198	AADN03015198.1
chrUn_AADN03015199	AADN03015199.1
chrUn_AADN03015200	AADN03015200.1
chrUn_AADN03015201	AADN03015201.1
chrUn_AADN03015202	AADN03015202.1
chrUn_AADN03015203	AADN03015203.1
chrUn_AADN03015205	AADN03015205.1
chrUn_AADN03015206	AADN03015206.1
chrUn_AADN03015207	AADN03015207.1
chrUn_AADN03015208	AADN03015208.1
chrUn_AADN03015209	AADN03015209.1
chrUn_AADN03015211	AADN03015211.1
chrUn_AADN03015212	AADN03015212.1
chrUn_AADN03015213	AADN03015213.1
chrUn_AADN03015214	AADN03015214.1
chrUn_AADN03015217	AADN03015217.1
chrUn_AADN03015218	AADN03015218.1
chrUn_AADN03015221	AADN03015221.1
chrUn_AADN03015222	AADN03015222.1
chrUn_AADN03015223	AADN03015223.1
chrUn_AADN03015224	AADN03015224.1
chrUn_AADN03015225	AADN03015225.1
chrUn_AADN03015226	AADN03015226.1
chrUn_AADN03015227	AADN03015227.1
chrUn_AADN03015228	AADN03015228.1
chrUn_AADN03015230	AADN03015230.1
chrUn_AADN03015231	AADN03015231.1
chrUn_AADN03015232	AADN03015232.1
chrUn_AADN03015233	AADN03015233.1
chrUn_AADN03015235	AADN03015235.1
chrUn_AADN03015236	AADN03015236.1
chrUn_AADN03015237	AADN03015237.1
chrUn_AADN03015239	AADN03015239.1
chrUn_AADN03015240	AADN03015240.1
chrUn_AADN03015241	AADN03015241.1
chrUn_AADN03015243	AADN03015243.1
chrUn_AADN03015244	AADN03015244.1
chrUn_AADN03015245	AADN03015245.1
chrUn_AADN03015246	AADN03015246.1
chrUn_AADN03015247	AADN03015247.1
chrUn_AADN03015248	AADN03015248.1
chrUn_AADN03015249	AADN03015249.1
chrUn_AADN03015250	AADN03015250.1
chrUn_AADN03015252	AADN03015252.1
chrUn_AADN03015253	AADN03015253.1
chrUn_AADN03015255	AADN03015255.1
chrUn_AADN03015257	AADN03015257.1
chrUn_AADN03015258	AADN03015258.1
chrUn_AADN03015259	AADN03015259.1
chrUn_AADN03015260	AADN03015260.1
chrUn_AADN03015261	AADN03015261.1
chrUn_AADN03015262	AADN03015262.1
chrUn_AADN03015264	AADN03015264.1
chrUn_AADN03015265	AADN03015265.1
chrUn_AADN03015267	AADN03015267.1
chrUn_AADN03015269	AADN03015269.1
chrUn_AADN03015270	AADN03015270.1
chrUn_AADN03015271	AADN03015271.1
chrUn_AADN03015272	AADN03015272.1
chrUn_AADN03015273	AADN03015273.1
chrUn_AADN03015274	AADN03015274.1
chrUn_AADN03015276	AADN03015276.1
chrUn_AADN03015277	AADN03015277.1
chrUn_AADN03015278	AADN03015278.1
chrUn_AADN03015279	AADN03015279.1
chrUn_AADN03015280	AADN03015280.1
chrUn_AADN03015281	AADN03015281.1
chrUn_AADN03015283	AADN03015283.1
chrUn_AADN03015284	AADN03015284.1
chrUn_AADN03015285	AADN03015285.1
chrUn_AADN03015287	AADN03015287.1
chrUn_AADN03015288	AADN03015288.1
chrUn_AADN03015289	AADN03015289.1
chrUn_AADN03015290	AADN03015290.1
chrUn_AADN03015291	AADN03015291.1
chrUn_AADN03015292	AADN03015292.1
chrUn_AADN03015293	AADN03015293.1
chrUn_AADN03015295	AADN03015295.1
chrUn_AADN03015298	AADN03015298.1
chrUn_AADN03015299	AADN03015299.1
chrUn_AADN03015301	AADN03015301.1
chrUn_AADN03015302	AADN03015302.1
chrUn_AADN03015304	AADN03015304.1
chrUn_AADN03015305	AADN03015305.1
chrUn_AADN03015306	AADN03015306.1
chrUn_AADN03015307	AADN03015307.1
chrUn_AADN03015308	AADN03015308.1
chrUn_AADN03015309	AADN03015309.1
chrUn_AADN03015311	AADN03015311.1
chrUn_AADN03015312	AADN03015312.1
chrUn_AADN03015313	AADN03015313.1
chrUn_AADN03015314	AADN03015314.1
chrUn_AADN03015315	AADN03015315.1
chrUn_AADN03015316	AADN03015316.1
chrUn_AADN03015317	AADN03015317.1
chrUn_AADN03015318	AADN03015318.1
chrUn_AADN03015319	AADN03015319.1
chrUn_AADN03015321	AADN03015321.1
chrUn_AADN03015322	AADN03015322.1
chrUn_AADN03015323	AADN03015323.1
chrUn_AADN03015324	AADN03015324.1
chrUn_AADN03015325	AADN03015325.1
chrUn_AADN03015326	AADN03015326.1
chrUn_AADN03015328	AADN03015328.1
chrUn_AADN03015329	AADN03015329.1
chrUn_AADN03015330	AADN03015330.1
chrUn_AADN03015331	AADN03015331.1
chrUn_AADN03015333	AADN03015333.1
chrUn_AADN03015334	AADN03015334.1
chrUn_AADN03015335	AADN03015335.1
chrUn_AADN03015336	AADN03015336.1
chrUn_AADN03015338	AADN03015338.1
chrUn_AADN03015339	AADN03015339.1
chrUn_AADN03015340	AADN03015340.1
chrUn_AADN03015341	AADN03015341.1
chrUn_AADN03015342	AADN03015342.1
chrUn_AADN03015344	AADN03015344.1
chrUn_AADN03015345	AADN03015345.1
chrUn_AADN03015346	AADN03015346.1
chrUn_AADN03015347	AADN03015347.1
chrUn_AADN03015348	AADN03015348.1
chrUn_AADN03015349	AADN03015349.1
chrUn_AADN03015350	AADN03015350.1
chrUn_AADN03015351	AADN03015351.1
chrUn_AADN03015352	AADN03015352.1
chrUn_AADN03015353	AADN03015353.1
chrUn_AADN03015354	AADN03015354.1
chrUn_AADN03015355	AADN03015355.1
chrUn_AADN03015356	AADN03015356.1
chrUn_AADN03015357	AADN03015357.1
chrUn_AADN03015358	AADN03015358.1
chrUn_AADN03015359	AADN03015359.1
chrUn_AADN03015360	AADN03015360.1
chrUn_AADN03015361	AADN03015361.1
chrUn_AADN03015362	AADN03015362.1
chrUn_AADN03015363	AADN03015363.1
chrUn_AADN03015364	AADN03015364.1
chrUn_AADN03015365	AADN03015365.1
chrUn_AADN03015366	AADN03015366.1
chrUn_AADN03015367	AADN03015367.1
chrUn_AADN03015368	AADN03015368.1
chrUn_AADN03015369	AADN03015369.1
chrUn_AADN03015370	AADN03015370.1
chrUn_AADN03015371	AADN03015371.1
chrUn_AADN03015372	AADN03015372.1
chrUn_AADN03015373	AADN03015373.1
chrUn_AADN03015375	AADN03015375.1
chrUn_AADN03015377	AADN03015377.1
chrUn_AADN03015378	AADN03015378.1
chrUn_AADN03015379	AADN03015379.1
chrUn_AADN03015380	AADN03015380.1
chrUn_AADN03015381	AADN03015381.1
chrUn_AADN03015382	AADN03015382.1
chrUn_AADN03015383	AADN03015383.1
chrUn_AADN03015384	AADN03015384.1
chrUn_AADN03015385	AADN03015385.1
chrUn_AADN03015386	AADN03015386.1
chrUn_AADN03015387	AADN03015387.1
chrUn_AADN03015388	AADN03015388.1
chrUn_AADN03015390	AADN03015390.1
chrUn_AADN03015391	AADN03015391.1
chrUn_AADN03015392	AADN03015392.1
chrUn_AADN03015393	AADN03015393.1
chrUn_AADN03015395	AADN03015395.1
chrUn_AADN03015396	AADN03015396.1
chrUn_AADN03015398	AADN03015398.1
chrUn_AADN03015399	AADN03015399.1
chrUn_AADN03015400	AADN03015400.1
chrUn_AADN03015401	AADN03015401.1
chrUn_AADN03015402	AADN03015402.1
chrUn_AADN03015403	AADN03015403.1
chrUn_AADN03015406	AADN03015406.1
chrUn_AADN03015408	AADN03015408.1
chrUn_AADN03015409	AADN03015409.1
chrUn_AADN03015410	AADN03015410.1
chrUn_AADN03015411	AADN03015411.1
chrUn_AADN03015413	AADN03015413.1
chrUn_AADN03015414	AADN03015414.1
chrUn_AADN03015415	AADN03015415.1
chrUn_AADN03015416	AADN03015416.1
chrUn_AADN03015417	AADN03015417.1
chrUn_AADN03015418	AADN03015418.1
chrUn_AADN03015419	AADN03015419.1
chrUn_AADN03015420	AADN03015420.1
chrUn_AADN03015421	AADN03015421.1
chrUn_AADN03015422	AADN03015422.1
chrUn_AADN03015423	AADN03015423.1
chrUn_AADN03015424	AADN03015424.1
chrUn_AADN03015425	AADN03015425.1
chrUn_AADN03015427	AADN03015427.1
chrUn_AADN03015429	AADN03015429.1
chrUn_AADN03015430	AADN03015430.1
chrUn_AADN03015431	AADN03015431.1
chrUn_AADN03015432	AADN03015432.1
chrUn_AADN03015433	AADN03015433.1
chrUn_AADN03015434	AADN03015434.1
chrUn_AADN03015435	AADN03015435.1
chrUn_AADN03015437	AADN03015437.1
chrUn_AADN03015439	AADN03015439.1
chrUn_AADN03015441	AADN03015441.1
chrUn_AADN03015442	AADN03015442.1
