chr1	1
Zv9_NA794	Zv9_NA794
Zv9_NA795	Zv9_NA795
Zv9_NA796	Zv9_NA796
Zv9_NA797	Zv9_NA797
Zv9_NA798	Zv9_NA798
Zv9_NA799	Zv9_NA799
Zv9_NA8	Zv9_NA8
Zv9_NA80	Zv9_NA80
Zv9_NA800	Zv9_NA800
Zv9_NA801	Zv9_NA801
Zv9_NA802	Zv9_NA802
Zv9_NA803	Zv9_NA803
Zv9_NA804	Zv9_NA804
Zv9_NA805	Zv9_NA805
Zv9_NA806	Zv9_NA806
Zv9_NA807	Zv9_NA807
Zv9_NA808	Zv9_NA808
Zv9_NA809	Zv9_NA809
Zv9_NA81	Zv9_NA81
Zv9_NA810	Zv9_NA810
Zv9_NA811	Zv9_NA811
Zv9_NA812	Zv9_NA812
Zv9_NA813	Zv9_NA813
Zv9_NA814	Zv9_NA814
Zv9_NA815	Zv9_NA815
Zv9_NA816	Zv9_NA816
Zv9_NA817	Zv9_NA817
Zv9_NA818	Zv9_NA818
Zv9_NA819	Zv9_NA819
Zv9_NA82	Zv9_NA82
Zv9_NA820	Zv9_NA820
Zv9_NA821	Zv9_NA821
Zv9_NA822	Zv9_NA822
Zv9_NA823	Zv9_NA823
Zv9_NA824	Zv9_NA824
Zv9_NA825	Zv9_NA825
Zv9_NA826	Zv9_NA826
Zv9_NA827	Zv9_NA827
Zv9_NA828	Zv9_NA828
Zv9_NA829	Zv9_NA829
Zv9_NA83	Zv9_NA83
Zv9_NA830	Zv9_NA830
Zv9_NA831	Zv9_NA831
Zv9_NA832	Zv9_NA832
Zv9_NA833	Zv9_NA833
Zv9_NA834	Zv9_NA834
Zv9_NA836	Zv9_NA836
Zv9_NA837	Zv9_NA837
Zv9_NA838	Zv9_NA838
Zv9_NA839	Zv9_NA839
Zv9_NA84	Zv9_NA84
Zv9_NA840	Zv9_NA840
Zv9_NA841	Zv9_NA841
Zv9_NA842	Zv9_NA842
Zv9_NA843	Zv9_NA843
Zv9_NA844	Zv9_NA844
Zv9_NA845	Zv9_NA845
Zv9_NA846	Zv9_NA846
Zv9_NA847	Zv9_NA847
Zv9_NA848	Zv9_NA848
Zv9_NA849	Zv9_NA849
Zv9_NA85	Zv9_NA85
Zv9_NA850	Zv9_NA850
Zv9_NA851	Zv9_NA851
Zv9_NA852	Zv9_NA852
Zv9_NA853	Zv9_NA853
Zv9_NA854	Zv9_NA854
Zv9_NA855	Zv9_NA855
Zv9_NA856	Zv9_NA856
Zv9_NA857	Zv9_NA857
Zv9_NA858	Zv9_NA858
Zv9_NA859	Zv9_NA859
Zv9_NA86	Zv9_NA86
Zv9_NA860	Zv9_NA860
Zv9_NA861	Zv9_NA861
Zv9_NA862	Zv9_NA862
Zv9_NA863	Zv9_NA863
Zv9_NA864	Zv9_NA864
Zv9_NA865	Zv9_NA865
Zv9_NA866	Zv9_NA866
Zv9_NA867	Zv9_NA867
Zv9_NA868	Zv9_NA868
Zv9_NA869	Zv9_NA869
Zv9_NA87	Zv9_NA87
Zv9_NA870	Zv9_NA870
Zv9_NA871	Zv9_NA871
Zv9_NA872	Zv9_NA872
Zv9_NA873	Zv9_NA873
Zv9_NA874	Zv9_NA874
Zv9_NA875	Zv9_NA875
Zv9_NA876	Zv9_NA876
Zv9_NA877	Zv9_NA877
Zv9_NA878	Zv9_NA878
Zv9_NA879	Zv9_NA879
Zv9_NA88	Zv9_NA88
Zv9_NA880	Zv9_NA880
Zv9_NA881	Zv9_NA881
Zv9_NA882	Zv9_NA882
Zv9_NA883	Zv9_NA883
Zv9_NA884	Zv9_NA884
Zv9_NA885	Zv9_NA885
Zv9_NA886	Zv9_NA886
Zv9_NA887	Zv9_NA887
Zv9_NA888	Zv9_NA888
Zv9_NA889	Zv9_NA889
Zv9_NA89	Zv9_NA89
Zv9_NA890	Zv9_NA890
Zv9_NA891	Zv9_NA891
Zv9_NA892	Zv9_NA892
Zv9_NA893	Zv9_NA893
Zv9_NA894	Zv9_NA894
Zv9_NA895	Zv9_NA895
Zv9_NA896	Zv9_NA896
Zv9_NA897	Zv9_NA897
Zv9_NA898	Zv9_NA898
Zv9_NA899	Zv9_NA899
Zv9_NA9	Zv9_NA9
Zv9_NA90	Zv9_NA90
Zv9_NA900	Zv9_NA900
Zv9_NA901	Zv9_NA901
Zv9_NA902	Zv9_NA902
Zv9_NA903	Zv9_NA903
Zv9_NA904	Zv9_NA904
Zv9_NA905	Zv9_NA905
Zv9_NA906	Zv9_NA906
Zv9_NA907	Zv9_NA907
Zv9_NA908	Zv9_NA908
Zv9_NA909	Zv9_NA909
Zv9_NA91	Zv9_NA91
Zv9_NA910	Zv9_NA910
Zv9_NA911	Zv9_NA911
Zv9_NA912	Zv9_NA912
Zv9_NA913	Zv9_NA913
Zv9_NA914	Zv9_NA914
Zv9_NA915	Zv9_NA915
Zv9_NA916	Zv9_NA916
Zv9_NA917	Zv9_NA917
Zv9_NA918	Zv9_NA918
Zv9_NA919	Zv9_NA919
Zv9_NA92	Zv9_NA92
Zv9_NA920	Zv9_NA920
Zv9_NA921	Zv9_NA921
Zv9_NA922	Zv9_NA922
Zv9_NA923	Zv9_NA923
Zv9_NA924	Zv9_NA924
Zv9_NA925	Zv9_NA925
Zv9_NA926	Zv9_NA926
Zv9_NA927	Zv9_NA927
Zv9_NA928	Zv9_NA928
Zv9_NA929	Zv9_NA929
Zv9_NA93	Zv9_NA93
Zv9_NA930	Zv9_NA930
Zv9_NA931	Zv9_NA931
Zv9_NA932	Zv9_NA932
Zv9_NA933	Zv9_NA933
Zv9_NA934	Zv9_NA934
Zv9_NA935	Zv9_NA935
Zv9_NA936	Zv9_NA936
Zv9_NA937	Zv9_NA937
Zv9_NA938	Zv9_NA938
Zv9_NA939	Zv9_NA939
Zv9_NA94	Zv9_NA94
Zv9_NA940	Zv9_NA940
Zv9_NA941	Zv9_NA941
Zv9_NA942	Zv9_NA942
Zv9_NA943	Zv9_NA943
Zv9_NA944	Zv9_NA944
Zv9_NA945	Zv9_NA945
Zv9_NA946	Zv9_NA946
Zv9_NA947	Zv9_NA947
Zv9_NA948	Zv9_NA948
Zv9_NA949	Zv9_NA949
Zv9_NA95	Zv9_NA95
Zv9_NA950	Zv9_NA950
Zv9_NA951	Zv9_NA951
Zv9_NA952	Zv9_NA952
Zv9_NA953	Zv9_NA953
Zv9_NA954	Zv9_NA954
Zv9_NA955	Zv9_NA955
Zv9_NA956	Zv9_NA956
Zv9_NA957	Zv9_NA957
Zv9_NA958	Zv9_NA958
Zv9_NA959	Zv9_NA959
Zv9_NA96	Zv9_NA96
Zv9_NA960	Zv9_NA960
Zv9_NA961	Zv9_NA961
Zv9_NA962	Zv9_NA962
Zv9_NA963	Zv9_NA963
Zv9_NA964	Zv9_NA964
Zv9_NA965	Zv9_NA965
Zv9_NA966	Zv9_NA966
Zv9_NA967	Zv9_NA967
Zv9_NA968	Zv9_NA968
Zv9_NA969	Zv9_NA969
Zv9_NA97	Zv9_NA97
Zv9_NA970	Zv9_NA970
Zv9_NA971	Zv9_NA971
Zv9_NA972	Zv9_NA972
Zv9_NA973	Zv9_NA973
Zv9_NA974	Zv9_NA974
Zv9_NA975	Zv9_NA975
Zv9_NA976	Zv9_NA976
Zv9_NA977	Zv9_NA977
Zv9_NA978	Zv9_NA978
Zv9_NA979	Zv9_NA979
Zv9_NA98	Zv9_NA98
Zv9_NA980	Zv9_NA980
Zv9_NA981	Zv9_NA981
Zv9_NA982	Zv9_NA982
Zv9_NA983	Zv9_NA983
Zv9_NA984	Zv9_NA984
Zv9_NA985	Zv9_NA985
Zv9_NA986	Zv9_NA986
Zv9_NA987	Zv9_NA987
Zv9_NA988	Zv9_NA988
Zv9_NA989	Zv9_NA989
Zv9_NA99	Zv9_NA99
Zv9_NA990	Zv9_NA990
Zv9_NA991	Zv9_NA991
Zv9_NA992	Zv9_NA992
Zv9_NA993	Zv9_NA993
Zv9_NA994	Zv9_NA994
Zv9_NA995	Zv9_NA995
Zv9_NA996	Zv9_NA996
Zv9_NA997	Zv9_NA997
Zv9_NA998	Zv9_NA998
Zv9_NA999	Zv9_NA999
Zv9_scaffold3453	Zv9_scaffold3453
Zv9_scaffold3454	Zv9_scaffold3454
Zv9_scaffold3455	Zv9_scaffold3455
Zv9_scaffold3456	Zv9_scaffold3456
Zv9_scaffold3457	Zv9_scaffold3457
Zv9_scaffold3458	Zv9_scaffold3458
Zv9_scaffold3459	Zv9_scaffold3459
Zv9_scaffold3460	Zv9_scaffold3460
Zv9_scaffold3461	Zv9_scaffold3461
Zv9_scaffold3462	Zv9_scaffold3462
Zv9_scaffold3463	Zv9_scaffold3463
Zv9_scaffold3464	Zv9_scaffold3464
Zv9_scaffold3465	Zv9_scaffold3465
Zv9_scaffold3466	Zv9_scaffold3466
Zv9_scaffold3467	Zv9_scaffold3467
Zv9_scaffold3468	Zv9_scaffold3468
Zv9_scaffold3469	Zv9_scaffold3469
Zv9_scaffold3470	Zv9_scaffold3470
Zv9_scaffold3471	Zv9_scaffold3471
Zv9_scaffold3472	Zv9_scaffold3472
Zv9_scaffold3473	Zv9_scaffold3473
Zv9_scaffold3474	Zv9_scaffold3474
Zv9_scaffold3475	Zv9_scaffold3475
Zv9_scaffold3476	Zv9_scaffold3476
Zv9_scaffold3477	Zv9_scaffold3477
Zv9_scaffold3478	Zv9_scaffold3478
Zv9_scaffold3479	Zv9_scaffold3479
Zv9_scaffold3480	Zv9_scaffold3480
Zv9_scaffold3481	Zv9_scaffold3481
Zv9_scaffold3482	Zv9_scaffold3482
Zv9_scaffold3483	Zv9_scaffold3483
Zv9_scaffold3484	Zv9_scaffold3484
Zv9_scaffold3485	Zv9_scaffold3485
Zv9_scaffold3486	Zv9_scaffold3486
Zv9_scaffold3487	Zv9_scaffold3487
Zv9_scaffold3488	Zv9_scaffold3488
Zv9_scaffold3489	Zv9_scaffold3489
Zv9_scaffold3490	Zv9_scaffold3490
Zv9_scaffold3491	Zv9_scaffold3491
Zv9_scaffold3492	Zv9_scaffold3492
Zv9_scaffold3493	Zv9_scaffold3493
Zv9_scaffold3494	Zv9_scaffold3494
Zv9_scaffold3495	Zv9_scaffold3495
Zv9_scaffold3496	Zv9_scaffold3496
Zv9_scaffold3497	Zv9_scaffold3497
Zv9_scaffold3498	Zv9_scaffold3498
Zv9_scaffold3499	Zv9_scaffold3499
Zv9_scaffold3500	Zv9_scaffold3500
Zv9_scaffold3501	Zv9_scaffold3501
Zv9_scaffold3502	Zv9_scaffold3502
Zv9_scaffold3503	Zv9_scaffold3503
Zv9_scaffold3504	Zv9_scaffold3504
Zv9_scaffold3505	Zv9_scaffold3505
Zv9_scaffold3506	Zv9_scaffold3506
Zv9_scaffold3507	Zv9_scaffold3507
Zv9_scaffold3508	Zv9_scaffold3508
Zv9_scaffold3509	Zv9_scaffold3509
Zv9_scaffold3510	Zv9_scaffold3510
Zv9_scaffold3511	Zv9_scaffold3511
Zv9_scaffold3512	Zv9_scaffold3512
Zv9_scaffold3513	Zv9_scaffold3513
Zv9_scaffold3514	Zv9_scaffold3514
Zv9_scaffold3515	Zv9_scaffold3515
Zv9_scaffold3516	Zv9_scaffold3516
Zv9_scaffold3517	Zv9_scaffold3517
Zv9_scaffold3518	Zv9_scaffold3518
Zv9_scaffold3519	Zv9_scaffold3519
Zv9_scaffold3520	Zv9_scaffold3520
Zv9_scaffold3521	Zv9_scaffold3521
Zv9_scaffold3522	Zv9_scaffold3522
Zv9_scaffold3523	Zv9_scaffold3523
Zv9_scaffold3524	Zv9_scaffold3524
Zv9_scaffold3525	Zv9_scaffold3525
Zv9_scaffold3526	Zv9_scaffold3526
Zv9_scaffold3527	Zv9_scaffold3527
Zv9_scaffold3528	Zv9_scaffold3528
Zv9_scaffold3529	Zv9_scaffold3529
Zv9_scaffold3530	Zv9_scaffold3530
Zv9_scaffold3531	Zv9_scaffold3531
Zv9_scaffold3532	Zv9_scaffold3532
Zv9_scaffold3533	Zv9_scaffold3533
Zv9_scaffold3534	Zv9_scaffold3534
Zv9_scaffold3535	Zv9_scaffold3535
Zv9_scaffold3536	Zv9_scaffold3536
Zv9_scaffold3537	Zv9_scaffold3537
Zv9_scaffold3538	Zv9_scaffold3538
Zv9_scaffold3539	Zv9_scaffold3539
Zv9_scaffold3540	Zv9_scaffold3540
Zv9_scaffold3541	Zv9_scaffold3541
Zv9_scaffold3542	Zv9_scaffold3542
Zv9_scaffold3543	Zv9_scaffold3543
Zv9_scaffold3544	Zv9_scaffold3544
Zv9_scaffold3545	Zv9_scaffold3545
Zv9_scaffold3546	Zv9_scaffold3546
Zv9_scaffold3547	Zv9_scaffold3547
Zv9_scaffold3548	Zv9_scaffold3548
Zv9_scaffold3549	Zv9_scaffold3549
Zv9_scaffold3550	Zv9_scaffold3550
Zv9_scaffold3551	Zv9_scaffold3551
Zv9_scaffold3552	Zv9_scaffold3552
Zv9_scaffold3553	Zv9_scaffold3553
Zv9_scaffold3554	Zv9_scaffold3554
Zv9_scaffold3555	Zv9_scaffold3555
Zv9_scaffold3556	Zv9_scaffold3556
Zv9_scaffold3557	Zv9_scaffold3557
Zv9_scaffold3558	Zv9_scaffold3558
Zv9_scaffold3559	Zv9_scaffold3559
Zv9_scaffold3560	Zv9_scaffold3560
Zv9_scaffold3561	Zv9_scaffold3561
Zv9_scaffold3562	Zv9_scaffold3562
Zv9_scaffold3563	Zv9_scaffold3563
Zv9_scaffold3564	Zv9_scaffold3564
