chr1	1
scaffold3023	scaffold3023
scaffold3024	scaffold3024
scaffold3025	scaffold3025
scaffold3026	scaffold3026
scaffold3027	scaffold3027
scaffold3028	scaffold3028
scaffold3029	scaffold3029
scaffold3030	scaffold3030
scaffold3031	scaffold3031
scaffold3032	scaffold3032
scaffold3033	scaffold3033
scaffold3034	scaffold3034
scaffold3035	scaffold3035
scaffold3036	scaffold3036
scaffold3037	scaffold3037
scaffold3038	scaffold3038
scaffold3040	scaffold3040
scaffold3041	scaffold3041
scaffold3042	scaffold3042
scaffold3043	scaffold3043
scaffold3044	scaffold3044
scaffold3045	scaffold3045
scaffold3046	scaffold3046
scaffold3047	scaffold3047
scaffold3048	scaffold3048
scaffold3049	scaffold3049
scaffold3050	scaffold3050
scaffold3051	scaffold3051
scaffold3052	scaffold3052
scaffold3053	scaffold3053
scaffold3054	scaffold3054
scaffold3055	scaffold3055
scaffold3056	scaffold3056
scaffold3057	scaffold3057
scaffold3058	scaffold3058
scaffold3059	scaffold3059
scaffold3060	scaffold3060
scaffold3061	scaffold3061
scaffold3062	scaffold3062
scaffold3063	scaffold3063
scaffold3064	scaffold3064
scaffold3065	scaffold3065
scaffold3066	scaffold3066
scaffold3067	scaffold3067
scaffold3068	scaffold3068
scaffold3069	scaffold3069
scaffold3070	scaffold3070
scaffold3071	scaffold3071
scaffold3072	scaffold3072
scaffold3073	scaffold3073
scaffold3074	scaffold3074
scaffold3075	scaffold3075
scaffold3076	scaffold3076
scaffold3077	scaffold3077
scaffold3078	scaffold3078
scaffold3079	scaffold3079
scaffold3080	scaffold3080
scaffold3081	scaffold3081
scaffold3082	scaffold3082
scaffold3083	scaffold3083
scaffold3084	scaffold3084
scaffold3085	scaffold3085
scaffold3086	scaffold3086
scaffold3087	scaffold3087
scaffold3088	scaffold3088
scaffold3089	scaffold3089
scaffold3090	scaffold3090
scaffold3091	scaffold3091
scaffold3092	scaffold3092
scaffold3093	scaffold3093
scaffold3094	scaffold3094
scaffold3095	scaffold3095
scaffold3096	scaffold3096
scaffold3097	scaffold3097
scaffold3098	scaffold3098
scaffold3099	scaffold3099
scaffold3100	scaffold3100
scaffold3101	scaffold3101
scaffold3102	scaffold3102
scaffold3103	scaffold3103
scaffold3104	scaffold3104
scaffold3105	scaffold3105
scaffold3106	scaffold3106
scaffold3107	scaffold3107
scaffold3108	scaffold3108
scaffold3109	scaffold3109
scaffold3110	scaffold3110
scaffold3111	scaffold3111
scaffold3112	scaffold3112
scaffold3113	scaffold3113
scaffold3114	scaffold3114
scaffold3115	scaffold3115
scaffold3116	scaffold3116
scaffold3117	scaffold3117
scaffold3118	scaffold3118
scaffold3119	scaffold3119
scaffold3120	scaffold3120
scaffold3121	scaffold3121
scaffold3122	scaffold3122
scaffold3123	scaffold3123
scaffold3124	scaffold3124
scaffold3125	scaffold3125
scaffold3126	scaffold3126
scaffold3127	scaffold3127
scaffold3128	scaffold3128
scaffold3129	scaffold3129
scaffold3130	scaffold3130
scaffold3131	scaffold3131
scaffold3132	scaffold3132
scaffold3133	scaffold3133
scaffold3134	scaffold3134
scaffold3135	scaffold3135
scaffold3136	scaffold3136
scaffold3137	scaffold3137
scaffold3138	scaffold3138
scaffold3139	scaffold3139
scaffold3140	scaffold3140
scaffold3142	scaffold3142
scaffold3143	scaffold3143
scaffold3144	scaffold3144
scaffold3146	scaffold3146
scaffold3147	scaffold3147
scaffold3148	scaffold3148
scaffold3149	scaffold3149
scaffold3150	scaffold3150
scaffold3151	scaffold3151
scaffold3152	scaffold3152
scaffold3153	scaffold3153
scaffold3154	scaffold3154
scaffold3155	scaffold3155
scaffold3156	scaffold3156
scaffold3157	scaffold3157
scaffold3158	scaffold3158
scaffold3159	scaffold3159
scaffold3160	scaffold3160
scaffold3161	scaffold3161
scaffold3162	scaffold3162
scaffold3163	scaffold3163
scaffold3164	scaffold3164
scaffold3165	scaffold3165
scaffold3166	scaffold3166
scaffold3167	scaffold3167
scaffold3168	scaffold3168
scaffold3169	scaffold3169
scaffold3170	scaffold3170
scaffold3171	scaffold3171
scaffold3172	scaffold3172
scaffold3173	scaffold3173
scaffold3174	scaffold3174
scaffold3175	scaffold3175
scaffold3176	scaffold3176
scaffold3177	scaffold3177
scaffold3178	scaffold3178
scaffold3179	scaffold3179
scaffold3180	scaffold3180
scaffold3181	scaffold3181
scaffold3182	scaffold3182
scaffold3183	scaffold3183
scaffold3184	scaffold3184
scaffold3185	scaffold3185
scaffold3186	scaffold3186
scaffold3187	scaffold3187
scaffold3188	scaffold3188
scaffold3189	scaffold3189
scaffold3190	scaffold3190
scaffold3192	scaffold3192
scaffold3193	scaffold3193
scaffold3194	scaffold3194
scaffold3195	scaffold3195
scaffold3196	scaffold3196
scaffold3197	scaffold3197
scaffold3198	scaffold3198
scaffold3199	scaffold3199
scaffold3200	scaffold3200
scaffold3201	scaffold3201
scaffold3202	scaffold3202
scaffold3203	scaffold3203
scaffold3204	scaffold3204
scaffold3205	scaffold3205
scaffold3206	scaffold3206
scaffold3207	scaffold3207
scaffold3208	scaffold3208
scaffold3209	scaffold3209
scaffold3211	scaffold3211
scaffold3212	scaffold3212
scaffold3213	scaffold3213
scaffold3214	scaffold3214
scaffold3215	scaffold3215
scaffold3216	scaffold3216
scaffold3217	scaffold3217
scaffold3218	scaffold3218
scaffold3220	scaffold3220
scaffold3221	scaffold3221
scaffold3222	scaffold3222
scaffold3223	scaffold3223
scaffold3225	scaffold3225
scaffold3226	scaffold3226
scaffold3227	scaffold3227
scaffold3228	scaffold3228
scaffold3229	scaffold3229
scaffold3230	scaffold3230
scaffold3231	scaffold3231
scaffold3232	scaffold3232
scaffold3233	scaffold3233
scaffold3234	scaffold3234
scaffold3235	scaffold3235
scaffold3236	scaffold3236
scaffold3237	scaffold3237
scaffold3238	scaffold3238
scaffold3239	scaffold3239
scaffold3240	scaffold3240
scaffold3241	scaffold3241
scaffold3243	scaffold3243
scaffold3244	scaffold3244
scaffold3245	scaffold3245
scaffold3246	scaffold3246
scaffold3247	scaffold3247
scaffold3248	scaffold3248
scaffold3249	scaffold3249
scaffold3250	scaffold3250
scaffold3251	scaffold3251
scaffold3252	scaffold3252
scaffold3253	scaffold3253
scaffold3254	scaffold3254
scaffold3255	scaffold3255
scaffold3256	scaffold3256
scaffold3257	scaffold3257
scaffold3258	scaffold3258
scaffold3259	scaffold3259
scaffold3260	scaffold3260
scaffold3261	scaffold3261
scaffold3262	scaffold3262
scaffold3263	scaffold3263
scaffold3264	scaffold3264
scaffold3265	scaffold3265
scaffold3266	scaffold3266
scaffold3267	scaffold3267
scaffold3268	scaffold3268
scaffold3269	scaffold3269
scaffold3270	scaffold3270
scaffold3271	scaffold3271
scaffold3272	scaffold3272
scaffold3273	scaffold3273
scaffold3274	scaffold3274
scaffold3275	scaffold3275
scaffold3276	scaffold3276
scaffold3277	scaffold3277
scaffold3278	scaffold3278
scaffold3279	scaffold3279
scaffold3280	scaffold3280
scaffold3281	scaffold3281
scaffold3282	scaffold3282
scaffold3283	scaffold3283
scaffold3284	scaffold3284
scaffold3285	scaffold3285
scaffold3286	scaffold3286
scaffold3287	scaffold3287
scaffold3288	scaffold3288
scaffold3289	scaffold3289
scaffold3290	scaffold3290
scaffold3291	scaffold3291
scaffold3292	scaffold3292
scaffold3293	scaffold3293
scaffold3294	scaffold3294
scaffold3295	scaffold3295
scaffold3296	scaffold3296
scaffold3297	scaffold3297
scaffold3298	scaffold3298
scaffold3299	scaffold3299
scaffold3300	scaffold3300
scaffold3301	scaffold3301
scaffold3302	scaffold3302
scaffold3303	scaffold3303
scaffold3304	scaffold3304
scaffold3305	scaffold3305
scaffold3306	scaffold3306
scaffold3307	scaffold3307
scaffold3308	scaffold3308
scaffold3310	scaffold3310
scaffold3311	scaffold3311
scaffold3312	scaffold3312
scaffold3313	scaffold3313
scaffold3314	scaffold3314
scaffold3315	scaffold3315
scaffold3316	scaffold3316
scaffold3317	scaffold3317
scaffold3318	scaffold3318
scaffold3319	scaffold3319
scaffold3320	scaffold3320
scaffold3321	scaffold3321
scaffold3322	scaffold3322
scaffold3323	scaffold3323
scaffold3324	scaffold3324
scaffold3325	scaffold3325
scaffold3326	scaffold3326
scaffold3327	scaffold3327
scaffold3328	scaffold3328
scaffold3329	scaffold3329
scaffold3330	scaffold3330
scaffold3331	scaffold3331
scaffold3332	scaffold3332
scaffold3333	scaffold3333
scaffold3334	scaffold3334
scaffold3335	scaffold3335
scaffold3336	scaffold3336
scaffold3337	scaffold3337
scaffold3338	scaffold3338
scaffold3339	scaffold3339
scaffold3340	scaffold3340
scaffold3341	scaffold3341
scaffold3342	scaffold3342
scaffold3343	scaffold3343
scaffold3344	scaffold3344
scaffold3345	scaffold3345
scaffold3346	scaffold3346
scaffold3347	scaffold3347
scaffold3348	scaffold3348
scaffold3349	scaffold3349
scaffold3350	scaffold3350
scaffold3351	scaffold3351
scaffold3352	scaffold3352
scaffold3353	scaffold3353
scaffold3354	scaffold3354
scaffold3355	scaffold3355
scaffold3357	scaffold3357
scaffold3358	scaffold3358
scaffold3359	scaffold3359
scaffold3360	scaffold3360
scaffold3361	scaffold3361
scaffold3362	scaffold3362
scaffold3363	scaffold3363
scaffold3365	scaffold3365
scaffold3366	scaffold3366
scaffold3367	scaffold3367
scaffold3368	scaffold3368
scaffold3369	scaffold3369
scaffold3370	scaffold3370
scaffold3371	scaffold3371
scaffold3372	scaffold3372
scaffold3373	scaffold3373
scaffold3374	scaffold3374
scaffold3375	scaffold3375
scaffold3376	scaffold3376
scaffold3377	scaffold3377
scaffold3378	scaffold3378
scaffold3379	scaffold3379
scaffold3380	scaffold3380
scaffold3382	scaffold3382
scaffold3383	scaffold3383
scaffold3384	scaffold3384
scaffold3385	scaffold3385
scaffold3386	scaffold3386
scaffold3387	scaffold3387
scaffold3388	scaffold3388
scaffold3389	scaffold3389
scaffold3391	scaffold3391
scaffold3392	scaffold3392
scaffold3393	scaffold3393
scaffold3394	scaffold3394
scaffold3395	scaffold3395
scaffold3396	scaffold3396
scaffold3397	scaffold3397
scaffold3398	scaffold3398
scaffold3400	scaffold3400
scaffold3401	scaffold3401
scaffold3403	scaffold3403
scaffold3404	scaffold3404
scaffold3405	scaffold3405
scaffold3406	scaffold3406
scaffold3407	scaffold3407
scaffold3408	scaffold3408
scaffold3409	scaffold3409
scaffold3411	scaffold3411
scaffold3412	scaffold3412
scaffold3413	scaffold3413
scaffold3414	scaffold3414
scaffold3415	scaffold3415
scaffold3416	scaffold3416
scaffold3417	scaffold3417
scaffold3418	scaffold3418
scaffold3419	scaffold3419
scaffold3420	scaffold3420
scaffold3421	scaffold3421
scaffold3422	scaffold3422
scaffold3423	scaffold3423
scaffold3424	scaffold3424
scaffold3425	scaffold3425
scaffold3426	scaffold3426
scaffold3427	scaffold3427
scaffold3428	scaffold3428
scaffold3429	scaffold3429
scaffold3430	scaffold3430
scaffold3431	scaffold3431
scaffold3432	scaffold3432
scaffold3433	scaffold3433
scaffold3434	scaffold3434
scaffold3435	scaffold3435
scaffold3436	scaffold3436
scaffold3437	scaffold3437
scaffold3438	scaffold3438
scaffold3439	scaffold3439
scaffold344	scaffold344
scaffold3440	scaffold3440
scaffold3441	scaffold3441
scaffold3442	scaffold3442
scaffold3443	scaffold3443
scaffold3444	scaffold3444
scaffold3445	scaffold3445
scaffold3446	scaffold3446
scaffold3447	scaffold3447
scaffold3448	scaffold3448
scaffold3450	scaffold3450
scaffold3451	scaffold3451
scaffold3452	scaffold3452
scaffold3453	scaffold3453
scaffold3454	scaffold3454
scaffold3455	scaffold3455
scaffold3456	scaffold3456
scaffold3457	scaffold3457
scaffold3458	scaffold3458
scaffold3459	scaffold3459
scaffold3460	scaffold3460
scaffold3461	scaffold3461
scaffold3462	scaffold3462
scaffold3463	scaffold3463
scaffold3464	scaffold3464
scaffold3465	scaffold3465
scaffold3466	scaffold3466
scaffold3468	scaffold3468
scaffold3469	scaffold3469
scaffold3470	scaffold3470
scaffold3471	scaffold3471
scaffold3472	scaffold3472
scaffold3473	scaffold3473
scaffold3474	scaffold3474
scaffold3475	scaffold3475
scaffold3476	scaffold3476
scaffold3477	scaffold3477
scaffold3478	scaffold3478
scaffold3479	scaffold3479
scaffold3480	scaffold3480
scaffold3481	scaffold3481
scaffold3482	scaffold3482
scaffold3483	scaffold3483
scaffold3484	scaffold3484
scaffold3485	scaffold3485
scaffold3486	scaffold3486
scaffold3487	scaffold3487
scaffold3488	scaffold3488
scaffold3489	scaffold3489
scaffold3490	scaffold3490
scaffold3491	scaffold3491
scaffold3492	scaffold3492
scaffold3493	scaffold3493
scaffold3494	scaffold3494
scaffold3495	scaffold3495
scaffold3496	scaffold3496
scaffold3497	scaffold3497
scaffold3498	scaffold3498
scaffold3499	scaffold3499
scaffold3500	scaffold3500
scaffold3501	scaffold3501
scaffold3502	scaffold3502
scaffold3503	scaffold3503
scaffold3504	scaffold3504
scaffold3505	scaffold3505
scaffold3506	scaffold3506
scaffold3507	scaffold3507
scaffold3508	scaffold3508
scaffold3509	scaffold3509
scaffold3510	scaffold3510
scaffold3511	scaffold3511
scaffold3512	scaffold3512
scaffold3513	scaffold3513
scaffold3514	scaffold3514
scaffold3515	scaffold3515
scaffold3516	scaffold3516
scaffold3517	scaffold3517
scaffold3518	scaffold3518
scaffold3519	scaffold3519
scaffold3520	scaffold3520
scaffold3521	scaffold3521
scaffold3522	scaffold3522
scaffold3524	scaffold3524
scaffold3525	scaffold3525
scaffold3526	scaffold3526
scaffold3527	scaffold3527
scaffold3528	scaffold3528
scaffold3529	scaffold3529
scaffold3530	scaffold3530
scaffold3531	scaffold3531
scaffold3532	scaffold3532
scaffold3533	scaffold3533
scaffold3534	scaffold3534
scaffold3535	scaffold3535
scaffold3536	scaffold3536
scaffold3537	scaffold3537
scaffold3538	scaffold3538
scaffold3539	scaffold3539
scaffold3540	scaffold3540
scaffold3541	scaffold3541
scaffold3542	scaffold3542
scaffold3543	scaffold3543
scaffold3544	scaffold3544
scaffold3545	scaffold3545
scaffold3546	scaffold3546
scaffold3547	scaffold3547
scaffold3548	scaffold3548
scaffold3549	scaffold3549
scaffold3550	scaffold3550
scaffold3551	scaffold3551
scaffold3552	scaffold3552
scaffold3553	scaffold3553
scaffold3554	scaffold3554
scaffold3555	scaffold3555
scaffold3556	scaffold3556
scaffold3557	scaffold3557
scaffold3558	scaffold3558
scaffold3559	scaffold3559
scaffold3560	scaffold3560
scaffold3561	scaffold3561
scaffold3562	scaffold3562
scaffold3563	scaffold3563
scaffold3564	scaffold3564
scaffold3565	scaffold3565
scaffold3566	scaffold3566
scaffold3567	scaffold3567
scaffold3568	scaffold3568
scaffold3569	scaffold3569
scaffold357	scaffold357
scaffold3570	scaffold3570
scaffold3571	scaffold3571
scaffold3572	scaffold3572
scaffold3573	scaffold3573
scaffold3574	scaffold3574
scaffold3575	scaffold3575
scaffold3576	scaffold3576
scaffold3577	scaffold3577
scaffold3578	scaffold3578
scaffold3579	scaffold3579
scaffold3580	scaffold3580
scaffold3581	scaffold3581
scaffold3582	scaffold3582
scaffold3583	scaffold3583
scaffold3584	scaffold3584
scaffold3585	scaffold3585
scaffold3586	scaffold3586
scaffold3587	scaffold3587
scaffold3588	scaffold3588
scaffold3589	scaffold3589
scaffold3590	scaffold3590
scaffold3591	scaffold3591
scaffold3592	scaffold3592
scaffold3593	scaffold3593
scaffold3594	scaffold3594
scaffold3595	scaffold3595
scaffold3596	scaffold3596
scaffold3597	scaffold3597
scaffold3598	scaffold3598
scaffold3599	scaffold3599
scaffold3600	scaffold3600
scaffold3601	scaffold3601
scaffold3602	scaffold3602
scaffold3603	scaffold3603
scaffold3604	scaffold3604
scaffold3605	scaffold3605
scaffold3606	scaffold3606
scaffold3607	scaffold3607
scaffold3609	scaffold3609
scaffold3610	scaffold3610
scaffold3611	scaffold3611
scaffold3612	scaffold3612
scaffold3613	scaffold3613
scaffold3614	scaffold3614
scaffold3615	scaffold3615
scaffold3616	scaffold3616
scaffold3617	scaffold3617
scaffold3618	scaffold3618
scaffold3619	scaffold3619
scaffold3620	scaffold3620
scaffold3621	scaffold3621
scaffold3622	scaffold3622
scaffold3623	scaffold3623
scaffold3624	scaffold3624
scaffold3625	scaffold3625
scaffold3626	scaffold3626
scaffold3627	scaffold3627
scaffold3628	scaffold3628
scaffold3629	scaffold3629
scaffold3630	scaffold3630
scaffold3631	scaffold3631
scaffold3632	scaffold3632
scaffold3633	scaffold3633
scaffold3634	scaffold3634
scaffold3635	scaffold3635
scaffold3636	scaffold3636
scaffold3637	scaffold3637
scaffold3638	scaffold3638
scaffold3639	scaffold3639
scaffold3640	scaffold3640
scaffold3641	scaffold3641
scaffold3642	scaffold3642
scaffold3643	scaffold3643
scaffold3644	scaffold3644
scaffold3645	scaffold3645
scaffold3646	scaffold3646
scaffold3647	scaffold3647
scaffold3648	scaffold3648
scaffold3649	scaffold3649
scaffold3650	scaffold3650
scaffold3651	scaffold3651
scaffold3652	scaffold3652
scaffold3653	scaffold3653
scaffold3655	scaffold3655
scaffold3656	scaffold3656
scaffold3657	scaffold3657
scaffold3658	scaffold3658
scaffold3659	scaffold3659
scaffold3660	scaffold3660
scaffold3661	scaffold3661
scaffold3662	scaffold3662
scaffold3663	scaffold3663
scaffold3664	scaffold3664
scaffold3665	scaffold3665
scaffold3666	scaffold3666
scaffold3667	scaffold3667
scaffold3668	scaffold3668
scaffold3669	scaffold3669
scaffold3670	scaffold3670
scaffold3671	scaffold3671
scaffold3672	scaffold3672
scaffold3673	scaffold3673
scaffold3674	scaffold3674
scaffold3675	scaffold3675
scaffold3676	scaffold3676
scaffold3677	scaffold3677
scaffold3678	scaffold3678
scaffold3679	scaffold3679
scaffold3680	scaffold3680
scaffold3681	scaffold3681
scaffold3682	scaffold3682
scaffold3683	scaffold3683
scaffold3684	scaffold3684
scaffold3685	scaffold3685
scaffold3686	scaffold3686
scaffold3687	scaffold3687
scaffold3688	scaffold3688
scaffold3689	scaffold3689
scaffold3690	scaffold3690
scaffold3691	scaffold3691
scaffold3692	scaffold3692
scaffold3693	scaffold3693
scaffold3694	scaffold3694
scaffold3695	scaffold3695
scaffold3696	scaffold3696
scaffold3697	scaffold3697
scaffold3698	scaffold3698
scaffold3699	scaffold3699
scaffold3700	scaffold3700
scaffold3701	scaffold3701
scaffold3702	scaffold3702
scaffold3704	scaffold3704
scaffold3705	scaffold3705
scaffold3706	scaffold3706
scaffold3707	scaffold3707
scaffold3708	scaffold3708
scaffold3709	scaffold3709
scaffold3710	scaffold3710
scaffold3711	scaffold3711
scaffold3712	scaffold3712
scaffold3713	scaffold3713
scaffold3714	scaffold3714
scaffold3715	scaffold3715
scaffold3716	scaffold3716
scaffold3717	scaffold3717
scaffold3718	scaffold3718
scaffold3719	scaffold3719
scaffold3720	scaffold3720
scaffold3721	scaffold3721
scaffold3722	scaffold3722
scaffold3723	scaffold3723
scaffold3724	scaffold3724
scaffold3725	scaffold3725
scaffold3726	scaffold3726
scaffold3727	scaffold3727
scaffold3728	scaffold3728
scaffold3729	scaffold3729
scaffold3730	scaffold3730
scaffold3731	scaffold3731
scaffold3732	scaffold3732
scaffold3733	scaffold3733
scaffold3734	scaffold3734
scaffold3735	scaffold3735
scaffold3736	scaffold3736
scaffold3737	scaffold3737
scaffold3738	scaffold3738
scaffold3739	scaffold3739
scaffold3740	scaffold3740
scaffold3741	scaffold3741
scaffold3742	scaffold3742
scaffold3743	scaffold3743
scaffold3744	scaffold3744
scaffold3745	scaffold3745
scaffold3746	scaffold3746
scaffold3747	scaffold3747
scaffold3748	scaffold3748
scaffold3749	scaffold3749
scaffold3750	scaffold3750
scaffold3751	scaffold3751
scaffold3752	scaffold3752
scaffold3753	scaffold3753
scaffold3754	scaffold3754
scaffold3755	scaffold3755
scaffold3756	scaffold3756
scaffold3757	scaffold3757
scaffold3758	scaffold3758
scaffold3759	scaffold3759
scaffold3760	scaffold3760
scaffold3761	scaffold3761
scaffold3762	scaffold3762
scaffold3763	scaffold3763
scaffold3764	scaffold3764
scaffold3765	scaffold3765
scaffold3766	scaffold3766
scaffold3767	scaffold3767
scaffold3768	scaffold3768
scaffold3769	scaffold3769
scaffold3770	scaffold3770
scaffold3771	scaffold3771
scaffold3772	scaffold3772
scaffold3773	scaffold3773
scaffold3774	scaffold3774
scaffold3775	scaffold3775
scaffold3776	scaffold3776
scaffold3777	scaffold3777
scaffold3778	scaffold3778
scaffold3779	scaffold3779
scaffold378	scaffold378
scaffold3780	scaffold3780
scaffold3781	scaffold3781
scaffold3782	scaffold3782
scaffold3783	scaffold3783
scaffold3784	scaffold3784
scaffold3785	scaffold3785
scaffold3786	scaffold3786
scaffold3787	scaffold3787
scaffold3788	scaffold3788
scaffold3789	scaffold3789
scaffold3790	scaffold3790
scaffold3791	scaffold3791
scaffold3792	scaffold3792
scaffold3793	scaffold3793
scaffold3794	scaffold3794
scaffold3795	scaffold3795
scaffold3796	scaffold3796
scaffold3797	scaffold3797
scaffold3798	scaffold3798
scaffold3800	scaffold3800
scaffold3801	scaffold3801
scaffold3802	scaffold3802
scaffold3803	scaffold3803
scaffold3804	scaffold3804
scaffold3805	scaffold3805
scaffold3806	scaffold3806
scaffold3807	scaffold3807
scaffold3808	scaffold3808
scaffold3809	scaffold3809
scaffold3811	scaffold3811
scaffold3812	scaffold3812
scaffold3813	scaffold3813
scaffold3814	scaffold3814
scaffold3815	scaffold3815
scaffold3816	scaffold3816
scaffold3817	scaffold3817
scaffold3818	scaffold3818
scaffold3819	scaffold3819
scaffold3820	scaffold3820
scaffold3821	scaffold3821
scaffold3822	scaffold3822
scaffold3823	scaffold3823
scaffold3824	scaffold3824
scaffold3825	scaffold3825
scaffold3826	scaffold3826
scaffold3827	scaffold3827
scaffold3828	scaffold3828
scaffold3829	scaffold3829
scaffold3830	scaffold3830
scaffold3831	scaffold3831
scaffold3832	scaffold3832
scaffold3833	scaffold3833
scaffold3834	scaffold3834
scaffold3835	scaffold3835
scaffold3836	scaffold3836
scaffold3837	scaffold3837
scaffold3838	scaffold3838
scaffold3839	scaffold3839
scaffold3840	scaffold3840
scaffold3841	scaffold3841
scaffold3842	scaffold3842
scaffold3843	scaffold3843
scaffold3844	scaffold3844
scaffold3845	scaffold3845
scaffold3846	scaffold3846
scaffold3847	scaffold3847
scaffold3848	scaffold3848
scaffold3849	scaffold3849
scaffold3850	scaffold3850
scaffold3851	scaffold3851
scaffold3852	scaffold3852
scaffold3853	scaffold3853
scaffold3854	scaffold3854
scaffold3855	scaffold3855
scaffold3856	scaffold3856
scaffold3857	scaffold3857
scaffold3858	scaffold3858
scaffold3859	scaffold3859
scaffold3860	scaffold3860
scaffold3861	scaffold3861
scaffold3862	scaffold3862
scaffold3863	scaffold3863
scaffold3864	scaffold3864
scaffold3865	scaffold3865
scaffold3866	scaffold3866
scaffold3867	scaffold3867
scaffold3868	scaffold3868
scaffold3869	scaffold3869
scaffold387	scaffold387
scaffold3870	scaffold3870
scaffold3871	scaffold3871
scaffold3872	scaffold3872
scaffold3873	scaffold3873
scaffold3874	scaffold3874
scaffold3875	scaffold3875
scaffold3876	scaffold3876
scaffold3877	scaffold3877
scaffold3878	scaffold3878
scaffold3879	scaffold3879
scaffold3880	scaffold3880
scaffold3881	scaffold3881
scaffold3882	scaffold3882
scaffold3883	scaffold3883
scaffold3884	scaffold3884
scaffold3885	scaffold3885
scaffold3886	scaffold3886
scaffold3887	scaffold3887
scaffold3888	scaffold3888
scaffold3889	scaffold3889
scaffold3890	scaffold3890
scaffold3892	scaffold3892
scaffold3893	scaffold3893
scaffold3894	scaffold3894
scaffold3895	scaffold3895
scaffold3896	scaffold3896
scaffold3897	scaffold3897
scaffold3898	scaffold3898
scaffold3899	scaffold3899
scaffold3900	scaffold3900
scaffold3901	scaffold3901
scaffold3902	scaffold3902
scaffold3903	scaffold3903
scaffold3904	scaffold3904
scaffold3905	scaffold3905
scaffold3906	scaffold3906
scaffold3907	scaffold3907
scaffold3908	scaffold3908
scaffold3909	scaffold3909
scaffold3910	scaffold3910
scaffold3912	scaffold3912
scaffold3913	scaffold3913
scaffold3914	scaffold3914
scaffold3915	scaffold3915
scaffold3916	scaffold3916
scaffold3917	scaffold3917
scaffold3918	scaffold3918
scaffold3919	scaffold3919
scaffold3920	scaffold3920
scaffold3921	scaffold3921
scaffold3922	scaffold3922
scaffold3923	scaffold3923
scaffold3924	scaffold3924
scaffold3925	scaffold3925
scaffold3926	scaffold3926
scaffold3927	scaffold3927
scaffold3928	scaffold3928
scaffold3929	scaffold3929
scaffold3930	scaffold3930
scaffold3931	scaffold3931
scaffold3932	scaffold3932
scaffold3933	scaffold3933
scaffold3934	scaffold3934
scaffold3935	scaffold3935
scaffold3936	scaffold3936
scaffold3937	scaffold3937
scaffold3938	scaffold3938
scaffold3939	scaffold3939
scaffold3940	scaffold3940
scaffold3941	scaffold3941
scaffold3942	scaffold3942
scaffold3943	scaffold3943
scaffold3944	scaffold3944
scaffold3945	scaffold3945
scaffold3946	scaffold3946
scaffold3947	scaffold3947
scaffold3948	scaffold3948
scaffold3949	scaffold3949
scaffold3950	scaffold3950
scaffold3951	scaffold3951
scaffold3952	scaffold3952
scaffold3953	scaffold3953
scaffold3954	scaffold3954
scaffold3955	scaffold3955
scaffold3956	scaffold3956
scaffold3957	scaffold3957
scaffold3958	scaffold3958
scaffold3959	scaffold3959
scaffold3960	scaffold3960
scaffold3961	scaffold3961
scaffold3962	scaffold3962
scaffold3963	scaffold3963
scaffold3964	scaffold3964
scaffold3965	scaffold3965
scaffold3966	scaffold3966
scaffold3967	scaffold3967
scaffold3968	scaffold3968
scaffold3969	scaffold3969
scaffold3970	scaffold3970
scaffold3971	scaffold3971
scaffold3972	scaffold3972
scaffold3973	scaffold3973
scaffold3974	scaffold3974
scaffold3975	scaffold3975
scaffold3976	scaffold3976
scaffold3977	scaffold3977
scaffold3978	scaffold3978
scaffold3979	scaffold3979
scaffold3980	scaffold3980
scaffold3981	scaffold3981
scaffold3982	scaffold3982
scaffold3983	scaffold3983
scaffold3984	scaffold3984
scaffold3985	scaffold3985
scaffold3986	scaffold3986
scaffold3987	scaffold3987
scaffold3988	scaffold3988
scaffold3990	scaffold3990
scaffold3991	scaffold3991
scaffold3992	scaffold3992
scaffold3993	scaffold3993
scaffold3994	scaffold3994
scaffold3995	scaffold3995
scaffold3996	scaffold3996
scaffold3997	scaffold3997
scaffold3998	scaffold3998
scaffold3999	scaffold3999
scaffold400	scaffold400
scaffold4000	scaffold4000
scaffold4001	scaffold4001
scaffold4002	scaffold4002
scaffold4003	scaffold4003
scaffold4004	scaffold4004
scaffold4005	scaffold4005
scaffold4006	scaffold4006
scaffold4007	scaffold4007
scaffold4008	scaffold4008
scaffold4009	scaffold4009
scaffold4010	scaffold4010
scaffold4011	scaffold4011
scaffold4012	scaffold4012
scaffold4013	scaffold4013
scaffold4014	scaffold4014
scaffold4015	scaffold4015
scaffold4016	scaffold4016
scaffold4017	scaffold4017
scaffold4018	scaffold4018
scaffold4019	scaffold4019
scaffold402	scaffold402
scaffold4020	scaffold4020
scaffold4021	scaffold4021
scaffold4022	scaffold4022
scaffold4023	scaffold4023
scaffold4024	scaffold4024
scaffold4025	scaffold4025
scaffold4026	scaffold4026
scaffold4027	scaffold4027
scaffold4028	scaffold4028
scaffold4029	scaffold4029
scaffold4030	scaffold4030
scaffold4031	scaffold4031
scaffold4032	scaffold4032
scaffold4033	scaffold4033
scaffold4034	scaffold4034
scaffold4035	scaffold4035
scaffold4036	scaffold4036
scaffold4037	scaffold4037
scaffold4038	scaffold4038
scaffold4039	scaffold4039
scaffold4040	scaffold4040
scaffold4041	scaffold4041
scaffold4042	scaffold4042
scaffold4043	scaffold4043
