1	chr1
KN150559.1	chrUn_KN150559v1
KN150560.1	chrUn_KN150560v1
KN150561.1	chrUn_KN150561v1
KN150562.1	chrUn_KN150562v1
KN150564.1	chrUn_KN150564v1
KN150565.1	chrUn_KN150565v1
KN150567.1	chrUn_KN150567v1
KN150568.1	chrUn_KN150568v1
KN150570.1	chrUn_KN150570v1
KN150571.1	chrUn_KN150571v1
KN150572.1	chrUn_KN150572v1
KN150573.1	chrUn_KN150573v1
KN150574.1	chrUn_KN150574v1
KN150575.1	chrUn_KN150575v1
KN150576.1	chrUn_KN150576v1
KN150577.1	chrUn_KN150577v1
KN150578.1	chrUn_KN150578v1
KN150579.1	chrUn_KN150579v1
KN150580.1	chrUn_KN150580v1
KN150581.1	chrUn_KN150581v1
KN150582.1	chrUn_KN150582v1
KN150583.1	chrUn_KN150583v1
KN150585.1	chrUn_KN150585v1
KN150586.1	chrUn_KN150586v1
KN150587.1	chrUn_KN150587v1
KN150588.1	chrUn_KN150588v1
KN150589.1	chrUn_KN150589v1
KN150591.1	chrUn_KN150591v1
KN150592.1	chrUn_KN150592v1
KN150593.1	chrUn_KN150593v1
KN150594.1	chrUn_KN150594v1
KN150595.1	chrUn_KN150595v1
KN150596.1	chrUn_KN150596v1
KN150598.1	chrUn_KN150598v1
KN150599.1	chrUn_KN150599v1
KN150601.1	chrUn_KN150601v1
KN150602.1	chrUn_KN150602v1
KN150603.1	chrUn_KN150603v1
KN150605.1	chrUn_KN150605v1
KN150606.1	chrUn_KN150606v1
KN150607.1	chrUn_KN150607v1
KN150608.1	chrUn_KN150608v1
KN150609.1	chrUn_KN150609v1
KN150610.1	chrUn_KN150610v1
KN150613.1	chrUn_KN150613v1
KN150614.1	chrUn_KN150614v1
KN150615.1	chrUn_KN150615v1
KN150616.1	chrUn_KN150616v1
KN150617.1	chrUn_KN150617v1
KN150619.1	chrUn_KN150619v1
KN150620.1	chrUn_KN150620v1
KN150621.1	chrUn_KN150621v1
KN150622.1	chrUn_KN150622v1
KN150623.1	chrUn_KN150623v1
KN150625.1	chrUn_KN150625v1
KN150626.1	chrUn_KN150626v1
KN150628.1	chrUn_KN150628v1
KN150629.1	chrUn_KN150629v1
KN150630.1	chrUn_KN150630v1
KN150631.1	chrUn_KN150631v1
KN150632.1	chrUn_KN150632v1
KN150633.1	chrUn_KN150633v1
KN150634.1	chrUn_KN150634v1
KN150635.1	chrUn_KN150635v1
KN150636.1	chrUn_KN150636v1
KN150639.1	chrUn_KN150639v1
KN150640.1	chrUn_KN150640v1
KN150641.1	chrUn_KN150641v1
KN150642.1	chrUn_KN150642v1
KN150643.1	chrUn_KN150643v1
KN150644.1	chrUn_KN150644v1
KN150645.1	chrUn_KN150645v1
KN150646.1	chrUn_KN150646v1
KN150647.1	chrUn_KN150647v1
KN150649.1	chrUn_KN150649v1
KN150650.1	chrUn_KN150650v1
KN150651.1	chrUn_KN150651v1
KN150652.1	chrUn_KN150652v1
KN150653.1	chrUn_KN150653v1
KN150654.1	chrUn_KN150654v1
KN150655.1	chrUn_KN150655v1
KN150656.2	chrUn_KN150656v2
KN150659.1	chrUn_KN150659v1
KN150661.1	chrUn_KN150661v1
KN150662.1	chrUn_KN150662v1
KN150663.1	chrUn_KN150663v1
KN150664.1	chrUn_KN150664v1
KN150665.1	chrUn_KN150665v1
KN150666.1	chrUn_KN150666v1
KN150667.1	chrUn_KN150667v1
KN150668.1	chrUn_KN150668v1
KN150669.1	chrUn_KN150669v1
KN150670.1	chrUn_KN150670v1
KN150671.1	chrUn_KN150671v1
KN150675.1	chrUn_KN150675v1
KN150676.1	chrUn_KN150676v1
KN150677.1	chrUn_KN150677v1
KN150678.1	chrUn_KN150678v1
KN150679.1	chrUn_KN150679v1
KN150680.1	chrUn_KN150680v1
KN150682.1	chrUn_KN150682v1
KN150683.1	chrUn_KN150683v1
KN150684.1	chrUn_KN150684v1
KN150685.1	chrUn_KN150685v1
KN150687.1	chrUn_KN150687v1
KN150689.1	chrUn_KN150689v1
KN150690.1	chrUn_KN150690v1
KN150691.1	chrUn_KN150691v1
KN150697.1	chrUn_KN150697v1
KN150698.1	chrUn_KN150698v1
KN150699.1	chrUn_KN150699v1
KN150700.2	chrUn_KN150700v2
KN150701.1	chrUn_KN150701v1
KN150703.1	chrUn_KN150703v1
KN150708.1	chrUn_KN150708v1
KN150709.1	chrUn_KN150709v1
KN150710.1	chrUn_KN150710v1
KN150711.1	chrUn_KN150711v1
KN150713.1	chrUn_KN150713v1
KZ115948.1	chrUn_KZ115948v1
KZ115949.1	chrUn_KZ115949v1
KZ115950.1	chrUn_KZ115950v1
KZ115951.1	chrUn_KZ115951v1
KZ115952.1	chrUn_KZ115952v1
KZ115953.1	chrUn_KZ115953v1
KZ115954.1	chrUn_KZ115954v1
KZ115955.1	chrUn_KZ115955v1
KZ115956.1	chrUn_KZ115956v1
KZ115957.1	chrUn_KZ115957v1
KZ115958.1	chrUn_KZ115958v1
KZ115959.1	chrUn_KZ115959v1
KZ115960.1	chrUn_KZ115960v1
KZ115961.1	chrUn_KZ115961v1
KZ115962.1	chrUn_KZ115962v1
KZ115963.1	chrUn_KZ115963v1
KZ115964.1	chrUn_KZ115964v1
KZ115965.1	chrUn_KZ115965v1
KZ115966.1	chrUn_KZ115966v1
KZ115967.1	chrUn_KZ115967v1
KZ115968.1	chrUn_KZ115968v1
KZ115969.1	chrUn_KZ115969v1
KZ115970.1	chrUn_KZ115970v1
KZ115971.1	chrUn_KZ115971v1
KZ115972.1	chrUn_KZ115972v1
KZ115973.1	chrUn_KZ115973v1
KZ115974.1	chrUn_KZ115974v1
KZ115975.1	chrUn_KZ115975v1
KZ115976.1	chrUn_KZ115976v1
KZ115977.1	chrUn_KZ115977v1
KZ115978.1	chrUn_KZ115978v1
KZ115979.1	chrUn_KZ115979v1
KZ115980.1	chrUn_KZ115980v1
KZ115981.1	chrUn_KZ115981v1
KZ115982.1	chrUn_KZ115982v1
KZ115983.1	chrUn_KZ115983v1
KZ115984.1	chrUn_KZ115984v1
KZ115985.1	chrUn_KZ115985v1
KZ115986.1	chrUn_KZ115986v1
KZ115987.1	chrUn_KZ115987v1
KZ115988.1	chrUn_KZ115988v1
KZ115989.1	chrUn_KZ115989v1
KZ115990.1	chrUn_KZ115990v1
KZ115991.1	chrUn_KZ115991v1
KZ115992.1	chrUn_KZ115992v1
KZ115993.1	chrUn_KZ115993v1
KZ115994.1	chrUn_KZ115994v1
KZ115995.1	chrUn_KZ115995v1
KZ115996.1	chrUn_KZ115996v1
KZ115997.1	chrUn_KZ115997v1
KZ115998.1	chrUn_KZ115998v1
KZ115999.1	chrUn_KZ115999v1
KZ116000.1	chrUn_KZ116000v1
KZ116001.1	chrUn_KZ116001v1
KZ116002.1	chrUn_KZ116002v1
KZ116003.1	chrUn_KZ116003v1
KZ116004.1	chrUn_KZ116004v1
KZ116005.1	chrUn_KZ116005v1
KZ116006.1	chrUn_KZ116006v1
KZ116007.1	chrUn_KZ116007v1
KZ116008.1	chrUn_KZ116008v1
KZ116009.1	chrUn_KZ116009v1
KZ116010.1	chrUn_KZ116010v1
KZ116011.1	chrUn_KZ116011v1
KZ116012.1	chrUn_KZ116012v1
KZ116013.1	chrUn_KZ116013v1
KZ116014.1	chrUn_KZ116014v1
KZ116015.1	chrUn_KZ116015v1
KZ116016.1	chrUn_KZ116016v1
KZ116017.1	chrUn_KZ116017v1
KZ116018.1	chrUn_KZ116018v1
KZ116019.1	chrUn_KZ116019v1
KZ116020.1	chrUn_KZ116020v1
KZ116021.1	chrUn_KZ116021v1
KZ116022.1	chrUn_KZ116022v1
KZ116023.1	chrUn_KZ116023v1
KZ116024.1	chrUn_KZ116024v1
KZ116025.1	chrUn_KZ116025v1
KZ116026.1	chrUn_KZ116026v1
KZ116027.1	chrUn_KZ116027v1
KZ116028.1	chrUn_KZ116028v1
KZ116029.1	chrUn_KZ116029v1
KZ116030.1	chrUn_KZ116030v1
KZ116031.1	chrUn_KZ116031v1
KZ116032.1	chrUn_KZ116032v1
KZ116033.1	chrUn_KZ116033v1
KZ116034.1	chrUn_KZ116034v1
KZ116035.1	chrUn_KZ116035v1
KZ116036.1	chrUn_KZ116036v1
KZ116037.1	chrUn_KZ116037v1
KZ116038.1	chrUn_KZ116038v1
KZ116039.1	chrUn_KZ116039v1
KZ116040.1	chrUn_KZ116040v1
KZ116041.1	chrUn_KZ116041v1
KZ116042.1	chrUn_KZ116042v1
KZ116043.1	chrUn_KZ116043v1
KZ116044.1	chrUn_KZ116044v1
KZ116045.1	chrUn_KZ116045v1
KZ116046.1	chrUn_KZ116046v1
KZ116047.1	chrUn_KZ116047v1
KZ116048.1	chrUn_KZ116048v1
KZ116049.1	chrUn_KZ116049v1
KZ116050.1	chrUn_KZ116050v1
KZ116051.1	chrUn_KZ116051v1
KZ116052.1	chrUn_KZ116052v1
KZ116053.1	chrUn_KZ116053v1
KZ116054.1	chrUn_KZ116054v1
KZ116055.1	chrUn_KZ116055v1
KZ116056.1	chrUn_KZ116056v1
KZ116057.1	chrUn_KZ116057v1
KZ116058.1	chrUn_KZ116058v1
KZ116059.1	chrUn_KZ116059v1
KZ116060.1	chrUn_KZ116060v1
KZ116061.1	chrUn_KZ116061v1
KZ116062.1	chrUn_KZ116062v1
KZ116063.1	chrUn_KZ116063v1
KZ116064.1	chrUn_KZ116064v1
KZ116065.1	chrUn_KZ116065v1
KZ116066.1	chrUn_KZ116066v1
KZ116067.1	chrUn_KZ116067v1
CHR_ALT_CTG10_1_1	chr10_KZ115300v1_alt
CHR_ALT_CTG10_1_10	chr10_KZ115309v1_alt
CHR_ALT_CTG10_1_11	chr10_KZ115310v1_alt
CHR_ALT_CTG10_1_12	chr10_KZ115311v1_alt
CHR_ALT_CTG10_1_13	chr10_KZ115312v1_alt
CHR_ALT_CTG10_1_14	chr10_KZ115313v1_alt
CHR_ALT_CTG10_1_15	chr10_KZ115314v1_alt
CHR_ALT_CTG10_1_16	chr10_KZ115315v1_alt
CHR_ALT_CTG10_1_17	chr10_KZ115316v1_alt
CHR_ALT_CTG10_1_18	chr10_KZ115317v1_alt
CHR_ALT_CTG10_1_19	chr10_KZ115318v1_alt
CHR_ALT_CTG10_1_2	chr10_KZ115301v1_alt
CHR_ALT_CTG10_1_20	chr10_KZ115319v1_alt
CHR_ALT_CTG10_1_21	chr10_KZ115320v1_alt
CHR_ALT_CTG10_1_22	chr10_KZ115321v1_alt
CHR_ALT_CTG10_1_23	chr10_KZ115322v1_alt
CHR_ALT_CTG10_1_24	chr10_KZ115323v1_alt
CHR_ALT_CTG10_1_25	chr10_KZ115324v1_alt
CHR_ALT_CTG10_1_26	chr10_KZ115325v1_alt
CHR_ALT_CTG10_1_27	chr10_KZ115326v1_alt
CHR_ALT_CTG10_1_28	chr10_KZ115327v1_alt
CHR_ALT_CTG10_1_29	chr10_KZ115328v1_alt
CHR_ALT_CTG10_1_3	chr10_KZ115302v1_alt
CHR_ALT_CTG10_1_30	chr10_KZ115329v1_alt
CHR_ALT_CTG10_1_31	chr10_KZ115330v1_alt
CHR_ALT_CTG10_1_32	chr10_KZ115331v1_alt
CHR_ALT_CTG10_1_33	chr10_KZ115332v1_alt
CHR_ALT_CTG10_1_34	chr10_KZ115333v1_alt
CHR_ALT_CTG10_1_35	chr10_KZ115334v1_alt
CHR_ALT_CTG10_1_36	chr10_KZ115335v1_alt
CHR_ALT_CTG10_1_37	chr10_KZ115336v1_alt
CHR_ALT_CTG10_1_4	chr10_KZ115303v1_alt
CHR_ALT_CTG10_1_5	chr10_KZ115304v1_alt
CHR_ALT_CTG10_1_6	chr10_KZ115305v1_alt
CHR_ALT_CTG10_1_7	chr10_KZ115306v1_alt
CHR_ALT_CTG10_1_8	chr10_KZ115307v1_alt
CHR_ALT_CTG10_1_9	chr10_KZ115308v1_alt
CHR_ALT_CTG10_2_1	chr10_KZ114911v1_alt
CHR_ALT_CTG10_2_2	chr10_KZ114912v1_alt
CHR_ALT_CTG10_2_3	chr10_KZ114913v1_alt
CHR_ALT_CTG10_2_4	chr10_KZ114914v1_alt
CHR_ALT_CTG10_2_5	chr10_KZ114915v1_alt
CHR_ALT_CTG10_2_6	chr10_KZ114916v1_alt
CHR_ALT_CTG10_2_7	chr10_KZ114917v1_alt
CHR_ALT_CTG10_2_8	chr10_KZ114918v1_alt
CHR_ALT_CTG11_1_1	chr11_KZ115337v1_alt
CHR_ALT_CTG11_1_10	chr11_KZ115347v1_alt
CHR_ALT_CTG11_1_11	chr11_KZ115348v1_alt
CHR_ALT_CTG11_1_12	chr11_KZ115349v1_alt
CHR_ALT_CTG11_1_13	chr11_KZ115350v1_alt
CHR_ALT_CTG11_1_14	chr11_KZ115351v1_alt
CHR_ALT_CTG11_1_15	chr11_KZ115352v1_alt
CHR_ALT_CTG11_1_16	chr11_KZ115353v1_alt
CHR_ALT_CTG11_1_17	chr11_KZ115354v1_alt
CHR_ALT_CTG11_1_18	chr11_KZ115355v1_alt
CHR_ALT_CTG11_1_19	chr11_KZ115356v1_alt
CHR_ALT_CTG11_1_2	chr11_KZ115338v1_alt
CHR_ALT_CTG11_1_20	chr11_KZ115357v1_alt
CHR_ALT_CTG11_1_21	chr11_KZ115358v1_alt
CHR_ALT_CTG11_1_22	chr11_KZ115359v1_alt
CHR_ALT_CTG11_1_23	chr11_KZ115360v1_alt
CHR_ALT_CTG11_1_24	chr11_KZ115361v1_alt
CHR_ALT_CTG11_1_25	chr11_KZ115362v1_alt
CHR_ALT_CTG11_1_26	chr11_KZ115363v1_alt
CHR_ALT_CTG11_1_27	chr11_KZ115364v1_alt
CHR_ALT_CTG11_1_28	chr11_KZ115365v1_alt
CHR_ALT_CTG11_1_3	chr11_KZ115339v1_alt
CHR_ALT_CTG11_1_30	chr11_KZ115341v1_alt
CHR_ALT_CTG11_1_4	chr11_KZ115340v1_alt
CHR_ALT_CTG11_1_5	chr11_KZ115342v1_alt
CHR_ALT_CTG11_1_6	chr11_KZ115343v1_alt
CHR_ALT_CTG11_1_7	chr11_KZ115344v1_alt
CHR_ALT_CTG11_1_8	chr11_KZ115345v1_alt
CHR_ALT_CTG11_1_9	chr11_KZ115346v1_alt
CHR_ALT_CTG11_2_1	chr11_KZ114919v1_alt
CHR_ALT_CTG11_2_2	chr11_KZ114920v1_alt
CHR_ALT_CTG11_2_4	chr11_KZ114921v1_alt
CHR_ALT_CTG11_2_5	chr11_KZ114922v1_alt
CHR_ALT_CTG11_2_6	chr11_KZ114923v1_alt
CHR_ALT_CTG11_2_7	chr11_KZ114924v1_alt
CHR_ALT_CTG11_2_8	chr11_KZ114925v1_alt
CHR_ALT_CTG11_3_1	chr11_KZ115758v1_alt
CHR_ALT_CTG11_3_2	chr11_KZ115759v1_alt
CHR_ALT_CTG11_4_1	chr11_KZ115762v1_alt
CHR_ALT_CTG12_1_1	chr12_KZ115366v1_alt
CHR_ALT_CTG12_1_10	chr12_KZ115375v1_alt
CHR_ALT_CTG12_1_11	chr12_KZ115376v1_alt
CHR_ALT_CTG12_1_12	chr12_KZ115377v1_alt
CHR_ALT_CTG12_1_13	chr12_KZ115378v1_alt
CHR_ALT_CTG12_1_14	chr12_KZ115379v1_alt
CHR_ALT_CTG12_1_15	chr12_KZ115380v1_alt
CHR_ALT_CTG12_1_16	chr12_KZ115381v1_alt
CHR_ALT_CTG12_1_17	chr12_KZ115382v1_alt
CHR_ALT_CTG12_1_18	chr12_KZ115383v1_alt
CHR_ALT_CTG12_1_19	chr12_KZ115384v1_alt
CHR_ALT_CTG12_1_2	chr12_KZ115367v1_alt
CHR_ALT_CTG12_1_20	chr12_KZ115385v1_alt
CHR_ALT_CTG12_1_21	chr12_KZ115386v1_alt
CHR_ALT_CTG12_1_22	chr12_KZ115387v1_alt
CHR_ALT_CTG12_1_23	chr12_KZ115388v1_alt
CHR_ALT_CTG12_1_24	chr12_KZ115389v1_alt
CHR_ALT_CTG12_1_25	chr12_KZ115390v1_alt
CHR_ALT_CTG12_1_26	chr12_KZ115391v1_alt
CHR_ALT_CTG12_1_27	chr12_KZ115392v1_alt
CHR_ALT_CTG12_1_28	chr12_KZ115393v1_alt
CHR_ALT_CTG12_1_29	chr12_KZ115394v1_alt
CHR_ALT_CTG12_1_3	chr12_KZ115368v1_alt
CHR_ALT_CTG12_1_30	chr12_KZ115395v1_alt
CHR_ALT_CTG12_1_31	chr12_KZ115396v1_alt
CHR_ALT_CTG12_1_4	chr12_KZ115369v1_alt
CHR_ALT_CTG12_1_5	chr12_KZ115370v1_alt
CHR_ALT_CTG12_1_6	chr12_KZ115371v1_alt
CHR_ALT_CTG12_1_7	chr12_KZ115372v1_alt
CHR_ALT_CTG12_1_8	chr12_KZ115373v1_alt
CHR_ALT_CTG12_1_9	chr12_KZ115374v1_alt
CHR_ALT_CTG12_2_1	chr12_KZ114926v1_alt
CHR_ALT_CTG12_2_2	chr12_KZ114927v1_alt
CHR_ALT_CTG12_2_3	chr12_KZ114928v1_alt
CHR_ALT_CTG12_2_4	chr12_KZ114929v1_alt
CHR_ALT_CTG13_1_1	chr13_KZ115397v1_alt
CHR_ALT_CTG13_1_10	chr13_KZ115406v1_alt
CHR_ALT_CTG13_1_11	chr13_KZ115407v1_alt
CHR_ALT_CTG13_1_12	chr13_KZ115408v1_alt
CHR_ALT_CTG13_1_13	chr13_KZ115409v1_alt
CHR_ALT_CTG13_1_14	chr13_KZ115410v1_alt
CHR_ALT_CTG13_1_15	chr13_KZ115411v1_alt
CHR_ALT_CTG13_1_16	chr13_KZ115412v1_alt
CHR_ALT_CTG13_1_17	chr13_KZ115413v1_alt
CHR_ALT_CTG13_1_18	chr13_KZ115414v1_alt
CHR_ALT_CTG13_1_19	chr13_KZ115415v1_alt
CHR_ALT_CTG13_1_2	chr13_KZ115398v1_alt
CHR_ALT_CTG13_1_20	chr13_KZ115416v1_alt
CHR_ALT_CTG13_1_21	chr13_KZ115417v1_alt
CHR_ALT_CTG13_1_22	chr13_KZ115418v1_alt
CHR_ALT_CTG13_1_23	chr13_KZ115419v1_alt
CHR_ALT_CTG13_1_24	chr13_KZ115420v1_alt
CHR_ALT_CTG13_1_25	chr13_KZ115421v1_alt
CHR_ALT_CTG13_1_26	chr13_KZ115422v1_alt
CHR_ALT_CTG13_1_27	chr13_KZ115423v1_alt
CHR_ALT_CTG13_1_28	chr13_KZ115424v1_alt
CHR_ALT_CTG13_1_29	chr13_KZ115425v1_alt
CHR_ALT_CTG13_1_3	chr13_KZ115399v1_alt
CHR_ALT_CTG13_1_30	chr13_KZ115426v1_alt
CHR_ALT_CTG13_1_31	chr13_KZ115427v1_alt
CHR_ALT_CTG13_1_4	chr13_KZ115400v1_alt
CHR_ALT_CTG13_1_5	chr13_KZ115401v1_alt
CHR_ALT_CTG13_1_6	chr13_KZ115402v1_alt
CHR_ALT_CTG13_1_7	chr13_KZ115403v1_alt
CHR_ALT_CTG13_1_8	chr13_KZ115404v1_alt
CHR_ALT_CTG13_1_9	chr13_KZ115405v1_alt
CHR_ALT_CTG13_2_1	chr13_KZ114930v1_alt
CHR_ALT_CTG13_2_2	chr13_KZ114931v1_alt
CHR_ALT_CTG13_2_3	chr13_KZ114932v1_alt
CHR_ALT_CTG13_2_4	chr13_KZ114933v1_alt
CHR_ALT_CTG13_2_5	chr13_KZ114934v1_alt
CHR_ALT_CTG13_2_6	chr13_KZ114935v1_alt
CHR_ALT_CTG14_1_1	chr14_KZ115428v1_alt
CHR_ALT_CTG14_1_10	chr14_KZ115437v1_alt
CHR_ALT_CTG14_1_11	chr14_KZ115438v1_alt
CHR_ALT_CTG14_1_12	chr14_KZ115439v1_alt
CHR_ALT_CTG14_1_13	chr14_KZ115440v1_alt
CHR_ALT_CTG14_1_14	chr14_KZ115441v1_alt
CHR_ALT_CTG14_1_15	chr14_KZ115442v1_alt
CHR_ALT_CTG14_1_16	chr14_KZ115443v1_alt
CHR_ALT_CTG14_1_17	chr14_KZ115444v1_alt
CHR_ALT_CTG14_1_18	chr14_KZ115445v1_alt
CHR_ALT_CTG14_1_19	chr14_KZ115446v1_alt
CHR_ALT_CTG14_1_2	chr14_KZ115429v1_alt
CHR_ALT_CTG14_1_20	chr14_KZ115447v1_alt
CHR_ALT_CTG14_1_21	chr14_KZ115448v1_alt
CHR_ALT_CTG14_1_22	chr14_KZ115449v1_alt
CHR_ALT_CTG14_1_23	chr14_KZ115450v1_alt
CHR_ALT_CTG14_1_24	chr14_KZ115451v1_alt
CHR_ALT_CTG14_1_25	chr14_KZ115452v1_alt
CHR_ALT_CTG14_1_26	chr14_KZ115453v1_alt
CHR_ALT_CTG14_1_27	chr14_KZ115454v1_alt
CHR_ALT_CTG14_1_28	chr14_KZ115455v1_alt
CHR_ALT_CTG14_1_29	chr14_KZ115456v1_alt
CHR_ALT_CTG14_1_3	chr14_KZ115430v1_alt
CHR_ALT_CTG14_1_30	chr14_KZ115457v1_alt
CHR_ALT_CTG14_1_31	chr14_KZ115458v1_alt
CHR_ALT_CTG14_1_32	chr14_KZ115459v1_alt
CHR_ALT_CTG14_1_33	chr14_KZ115460v1_alt
CHR_ALT_CTG14_1_34	chr14_KZ115461v1_alt
CHR_ALT_CTG14_1_35	chr14_KZ115462v1_alt
CHR_ALT_CTG14_1_36	chr14_KZ115463v1_alt
CHR_ALT_CTG14_1_37	chr14_KZ115464v1_alt
CHR_ALT_CTG14_1_38	chr14_KZ115465v1_alt
CHR_ALT_CTG14_1_39	chr14_KZ115466v1_alt
CHR_ALT_CTG14_1_4	chr14_KZ115431v1_alt
CHR_ALT_CTG14_1_40	chr14_KZ115467v1_alt
CHR_ALT_CTG14_1_41	chr14_KZ115468v1_alt
CHR_ALT_CTG14_1_5	chr14_KZ115432v1_alt
CHR_ALT_CTG14_1_6	chr14_KZ115433v1_alt
CHR_ALT_CTG14_1_7	chr14_KZ115434v1_alt
CHR_ALT_CTG14_1_8	chr14_KZ115435v1_alt
CHR_ALT_CTG14_1_9	chr14_KZ115436v1_alt
CHR_ALT_CTG14_2_1	chr14_KZ114936v1_alt
CHR_ALT_CTG14_2_2	chr14_KZ114937v1_alt
CHR_ALT_CTG14_2_3	chr14_KZ114938v1_alt
CHR_ALT_CTG14_2_4	chr14_KZ114939v1_alt
CHR_ALT_CTG14_2_5	chr14_KZ114940v1_alt
CHR_ALT_CTG14_2_6	chr14_KZ114941v1_alt
CHR_ALT_CTG14_2_7	chr14_KZ114942v1_alt
CHR_ALT_CTG14_2_8	chr14_KZ114943v1_alt
CHR_ALT_CTG14_2_9	chr14_KZ114944v1_alt
CHR_ALT_CTG14_3_1	chr14_KZ115760v1_alt
CHR_ALT_CTG14_4_1	chr14_KZ115763v1_alt
CHR_ALT_CTG15_1_1	chr15_KZ115469v1_alt
CHR_ALT_CTG15_1_10	chr15_KZ115478v1_alt
CHR_ALT_CTG15_1_11	chr15_KZ115479v1_alt
CHR_ALT_CTG15_1_12	chr15_KZ115480v1_alt
CHR_ALT_CTG15_1_13	chr15_KZ115481v1_alt
CHR_ALT_CTG15_1_14	chr15_KZ115482v1_alt
CHR_ALT_CTG15_1_15	chr15_KZ115483v1_alt
CHR_ALT_CTG15_1_16	chr15_KZ115484v1_alt
CHR_ALT_CTG15_1_17	chr15_KZ115485v1_alt
CHR_ALT_CTG15_1_18	chr15_KZ115486v1_alt
CHR_ALT_CTG15_1_2	chr15_KZ115470v1_alt
CHR_ALT_CTG15_1_3	chr15_KZ115471v1_alt
CHR_ALT_CTG15_1_4	chr15_KZ115472v1_alt
CHR_ALT_CTG15_1_5	chr15_KZ115473v1_alt
CHR_ALT_CTG15_1_6	chr15_KZ115474v1_alt
CHR_ALT_CTG15_1_7	chr15_KZ115475v1_alt
CHR_ALT_CTG15_1_8	chr15_KZ115476v1_alt
CHR_ALT_CTG15_1_9	chr15_KZ115477v1_alt
CHR_ALT_CTG15_2_1	chr15_KZ114945v1_alt
CHR_ALT_CTG15_2_2	chr15_KZ114946v1_alt
CHR_ALT_CTG15_2_3	chr15_KZ114947v1_alt
CHR_ALT_CTG15_2_4	chr15_KZ114948v1_alt
CHR_ALT_CTG16_1_1	chr16_KZ115487v1_alt
CHR_ALT_CTG16_1_10	chr16_KZ115496v1_alt
CHR_ALT_CTG16_1_11	chr16_KZ115497v1_alt
CHR_ALT_CTG16_1_12	chr16_KZ115498v1_alt
CHR_ALT_CTG16_1_13	chr16_KZ115499v1_alt
CHR_ALT_CTG16_1_14	chr16_KZ115500v1_alt
CHR_ALT_CTG16_1_15	chr16_KZ115501v1_alt
CHR_ALT_CTG16_1_16	chr16_KZ115502v1_alt
CHR_ALT_CTG16_1_17	chr16_KZ115503v1_alt
CHR_ALT_CTG16_1_18	chr16_KZ115504v1_alt
CHR_ALT_CTG16_1_19	chr16_KZ115505v1_alt
CHR_ALT_CTG16_1_2	chr16_KZ115488v1_alt
CHR_ALT_CTG16_1_20	chr16_KZ115506v1_alt
CHR_ALT_CTG16_1_21	chr16_KZ115507v1_alt
CHR_ALT_CTG16_1_22	chr16_KZ115508v1_alt
CHR_ALT_CTG16_1_23	chr16_KZ115509v1_alt
CHR_ALT_CTG16_1_3	chr16_KZ115489v1_alt
CHR_ALT_CTG16_1_4	chr16_KZ115490v1_alt
CHR_ALT_CTG16_1_5	chr16_KZ115491v1_alt
CHR_ALT_CTG16_1_6	chr16_KZ115492v1_alt
CHR_ALT_CTG16_1_7	chr16_KZ115493v1_alt
CHR_ALT_CTG16_1_8	chr16_KZ115494v1_alt
CHR_ALT_CTG16_1_9	chr16_KZ115495v1_alt
CHR_ALT_CTG16_2_1	chr16_KZ114949v1_alt
CHR_ALT_CTG16_2_2	chr16_KZ114950v1_alt
CHR_ALT_CTG16_2_3	chr16_KZ114951v1_alt
CHR_ALT_CTG17_1_1	chr17_KZ115510v1_alt
CHR_ALT_CTG17_1_10	chr17_KZ115519v1_alt
CHR_ALT_CTG17_1_11	chr17_KZ115520v1_alt
CHR_ALT_CTG17_1_12	chr17_KZ115521v1_alt
CHR_ALT_CTG17_1_13	chr17_KZ115522v1_alt
CHR_ALT_CTG17_1_14	chr17_KZ115523v1_alt
CHR_ALT_CTG17_1_15	chr17_KZ115524v1_alt
CHR_ALT_CTG17_1_16	chr17_KZ115525v1_alt
CHR_ALT_CTG17_1_17	chr17_KZ115526v1_alt
CHR_ALT_CTG17_1_18	chr17_KZ115527v1_alt
CHR_ALT_CTG17_1_19	chr17_KZ115528v1_alt
CHR_ALT_CTG17_1_2	chr17_KZ115511v1_alt
CHR_ALT_CTG17_1_20	chr17_KZ115529v1_alt
CHR_ALT_CTG17_1_21	chr17_KZ115530v1_alt
CHR_ALT_CTG17_1_22	chr17_KZ115531v1_alt
CHR_ALT_CTG17_1_23	chr17_KZ115532v1_alt
CHR_ALT_CTG17_1_24	chr17_KZ115533v1_alt
CHR_ALT_CTG17_1_25	chr17_KZ115534v1_alt
CHR_ALT_CTG17_1_26	chr17_KZ115535v1_alt
CHR_ALT_CTG17_1_27	chr17_KZ115536v1_alt
CHR_ALT_CTG17_1_28	chr17_KZ115537v1_alt
CHR_ALT_CTG17_1_3	chr17_KZ115512v1_alt
CHR_ALT_CTG17_1_4	chr17_KZ115513v1_alt
CHR_ALT_CTG17_1_5	chr17_KZ115514v1_alt
CHR_ALT_CTG17_1_6	chr17_KZ115515v1_alt
CHR_ALT_CTG17_1_7	chr17_KZ115516v1_alt
CHR_ALT_CTG17_1_8	chr17_KZ115517v1_alt
CHR_ALT_CTG17_1_9	chr17_KZ115518v1_alt
CHR_ALT_CTG17_2_1	chr17_KZ114952v1_alt
CHR_ALT_CTG17_2_2	chr17_KZ114953v1_alt
CHR_ALT_CTG17_2_3	chr17_KZ114954v1_alt
