1	chr1
AABR06110191.1	chr11_AABR06110191_random
AABR06110192.1	chr11_AABR06110192_random
AABR06110193.1	chr11_AABR06110193_random
AABR06110194.1	chr11_AABR06110194_random
AABR06110195.1	chr11_AABR06110195_random
AABR06110196.1	chr11_AABR06110196_random
AABR06110197.1	chr11_AABR06110197_random
AABR06110198.1	chr11_AABR06110198_random
AABR06110199.1	chr11_AABR06110199_random
AABR06110200.1	chr11_AABR06110200_random
AABR06110201.1	chr11_AABR06110201_random
AABR06110204.1	chr11_AABR06110204_random
AABR06110205.1	chr11_AABR06110205_random
AABR06110206.1	chr11_AABR06110206_random
AABR06110207.1	chr11_AABR06110207_random
AABR06110208.1	chr11_AABR06110208_random
AABR06110211.1	chr11_AABR06110211_random
AABR06110212.1	chr11_AABR06110212_random
AABR06110213.1	chr11_AABR06110213_random
AABR06110214.1	chr11_AABR06110214_random
AABR06110215.1	chr11_AABR06110215_random
AABR06110216.1	chr11_AABR06110216_random
AABR06110217.1	chr11_AABR06110217_random
AABR06110220.1	chr12_AABR06110220_random
AABR06110221.1	chr12_AABR06110221_random
AABR06110228.1	chr12_AABR06110228_random
AABR06110229.1	chr12_AABR06110229_random
AABR06110230.1	chr12_AABR06110230_random
AABR06110231.1	chr12_AABR06110231_random
AABR06110232.1	chr12_AABR06110232_random
AABR06110233.1	chr12_AABR06110233_random
AABR06110234.1	chr12_AABR06110234_random
AABR06110235.1	chr12_AABR06110235_random
AABR06110236.1	chr12_AABR06110236_random
AABR06110237.1	chr12_AABR06110237_random
AABR06110238.1	chr12_AABR06110238_random
AABR06110239.1	chr12_AABR06110239_random
AABR06110240.1	chr12_AABR06110240_random
AABR06110243.1	chr12_AABR06110243_random
AABR06110248.1	chr12_AABR06110248_random
AABR06110249.1	chr12_AABR06110249_random
AABR06110250.1	chr12_AABR06110250_random
AABR06110251.1	chr12_AABR06110251_random
AABR06110252.1	chr12_AABR06110252_random
AABR06110253.1	chr12_AABR06110253_random
AABR06110254.1	chr12_AABR06110254_random
AABR06110255.1	chr12_AABR06110255_random
AABR06110256.1	chr12_AABR06110256_random
AABR06110259.1	chr12_AABR06110259_random
AABR06110260.1	chr12_AABR06110260_random
AABR06110261.1	chr13_AABR06110261_random
AABR06110262.1	chr13_AABR06110262_random
AABR06110263.1	chr13_AABR06110263_random
AABR06110264.1	chr13_AABR06110264_random
AABR06110265.1	chr13_AABR06110265_random
AABR06110266.1	chr13_AABR06110266_random
AABR06110267.1	chr13_AABR06110267_random
AABR06110268.1	chr13_AABR06110268_random
AABR06110269.1	chr13_AABR06110269_random
AABR06110270.1	chr13_AABR06110270_random
AABR06110271.1	chr13_AABR06110271_random
AABR06110272.1	chr13_AABR06110272_random
AABR06110273.1	chr13_AABR06110273_random
AABR06110274.1	chr13_AABR06110274_random
AABR06110275.1	chr13_AABR06110275_random
AABR06110276.1	chr13_AABR06110276_random
AABR06110277.1	chr13_AABR06110277_random
AABR06110278.1	chr13_AABR06110278_random
AABR06110279.1	chr13_AABR06110279_random
AABR06110280.1	chr13_AABR06110280_random
AABR06110281.1	chr13_AABR06110281_random
AABR06110282.1	chr13_AABR06110282_random
AABR06110283.1	chr13_AABR06110283_random
AABR06110286.1	chr13_AABR06110286_random
AABR06110287.1	chr13_AABR06110287_random
AABR06110288.1	chr13_AABR06110288_random
AABR06110291.1	chr13_AABR06110291_random
AABR06110292.1	chr13_AABR06110292_random
AABR06110293.1	chr13_AABR06110293_random
AABR06110294.1	chr13_AABR06110294_random
AABR06110295.1	chr13_AABR06110295_random
AABR06110298.1	chr13_AABR06110298_random
AABR06110299.1	chr13_AABR06110299_random
AABR06110300.1	chr13_AABR06110300_random
AABR06110301.1	chr13_AABR06110301_random
AABR06110302.1	chr13_AABR06110302_random
AABR06110303.1	chr13_AABR06110303_random
AABR06110304.1	chr13_AABR06110304_random
AABR06110305.1	chr13_AABR06110305_random
AABR06110306.1	chr13_AABR06110306_random
AABR06110309.1	chr13_AABR06110309_random
AABR06110310.1	chr13_AABR06110310_random
AABR06110311.1	chr13_AABR06110311_random
AABR06110312.1	chr13_AABR06110312_random
AABR06110313.1	chr13_AABR06110313_random
AABR06110319.1	chr14_AABR06110319_random
AABR06110320.1	chr14_AABR06110320_random
AABR06110321.1	chr14_AABR06110321_random
AABR06110322.1	chr14_AABR06110322_random
AABR06110323.1	chr14_AABR06110323_random
AABR06110324.1	chr14_AABR06110324_random
AABR06110325.1	chr14_AABR06110325_random
AABR06110326.1	chr14_AABR06110326_random
AABR06110327.1	chr14_AABR06110327_random
AABR06110328.1	chr14_AABR06110328_random
AABR06110329.1	chr14_AABR06110329_random
AABR06110330.1	chr14_AABR06110330_random
AABR06110331.1	chr14_AABR06110331_random
AABR06110332.1	chr14_AABR06110332_random
AABR06110333.1	chr14_AABR06110333_random
AABR06110334.1	chr14_AABR06110334_random
AABR06110335.1	chr14_AABR06110335_random
AABR06110338.1	chr14_AABR06110338_random
AABR06110341.1	chr14_AABR06110341_random
AABR06110342.1	chr14_AABR06110342_random
AABR06110343.1	chr14_AABR06110343_random
AABR06110344.1	chr14_AABR06110344_random
AABR06110345.1	chr14_AABR06110345_random
AABR06110346.1	chr14_AABR06110346_random
AABR06110347.1	chr14_AABR06110347_random
AABR06110348.1	chr14_AABR06110348_random
AABR06110349.1	chr14_AABR06110349_random
AABR06110352.1	chr14_AABR06110352_random
AABR06110353.1	chr14_AABR06110353_random
AABR06110354.1	chr14_AABR06110354_random
AABR06110355.1	chr14_AABR06110355_random
AABR06110356.1	chr14_AABR06110356_random
AABR06110357.1	chr14_AABR06110357_random
AABR06110358.1	chr14_AABR06110358_random
AABR06110359.1	chr14_AABR06110359_random
AABR06110360.1	chr14_AABR06110360_random
AABR06110363.1	chr14_AABR06110363_random
AABR06110364.1	chr15_AABR06110364_random
AABR06110365.1	chr15_AABR06110365_random
AABR06110366.1	chr15_AABR06110366_random
AABR06110367.1	chr15_AABR06110367_random
AABR06110370.1	chr15_AABR06110370_random
AABR06110373.1	chr15_AABR06110373_random
AABR06110374.1	chr15_AABR06110374_random
AABR06110375.1	chr15_AABR06110375_random
AABR06110376.1	chr15_AABR06110376_random
AABR06110377.1	chr15_AABR06110377_random
AABR06110378.1	chr15_AABR06110378_random
AABR06110381.1	chr15_AABR06110381_random
AABR06110382.1	chr15_AABR06110382_random
AABR06110383.1	chr15_AABR06110383_random
AABR06110384.1	chr15_AABR06110384_random
AABR06110385.1	chr15_AABR06110385_random
AABR06110386.1	chr15_AABR06110386_random
AABR06110387.1	chr15_AABR06110387_random
AABR06110388.1	chr15_AABR06110388_random
AABR06110389.1	chr15_AABR06110389_random
AABR06110390.1	chr15_AABR06110390_random
AABR06110391.1	chr15_AABR06110391_random
AABR06110392.1	chr15_AABR06110392_random
AABR06110393.1	chr15_AABR06110393_random
AABR06110394.1	chr15_AABR06110394_random
AABR06110395.1	chr15_AABR06110395_random
AABR06110396.1	chr15_AABR06110396_random
AABR06110397.1	chr15_AABR06110397_random
AABR06110400.1	chr15_AABR06110400_random
AABR06110401.1	chr15_AABR06110401_random
AABR06110402.1	chr15_AABR06110402_random
AABR06110403.1	chr15_AABR06110403_random
AABR06110404.1	chr15_AABR06110404_random
AABR06110405.1	chr15_AABR06110405_random
AABR06110406.1	chr15_AABR06110406_random
AABR06110407.1	chr15_AABR06110407_random
AABR06110408.1	chr15_AABR06110408_random
AABR06110409.1	chr15_AABR06110409_random
AABR06110410.1	chr15_AABR06110410_random
AABR06110411.1	chr15_AABR06110411_random
AABR06110412.1	chr15_AABR06110412_random
AABR06110413.1	chr15_AABR06110413_random
AABR06110414.1	chr15_AABR06110414_random
AABR06110415.1	chr15_AABR06110415_random
AABR06110416.1	chr15_AABR06110416_random
AABR06110417.1	chr15_AABR06110417_random
AABR06110418.1	chr15_AABR06110418_random
AABR06110419.1	chr15_AABR06110419_random
AABR06110420.1	chr15_AABR06110420_random
AABR06110421.1	chr15_AABR06110421_random
AABR06110422.1	chr15_AABR06110422_random
AABR06110423.1	chr15_AABR06110423_random
AABR06110424.1	chr15_AABR06110424_random
AABR06110425.1	chr15_AABR06110425_random
AABR06110426.1	chr15_AABR06110426_random
AABR06110427.1	chr15_AABR06110427_random
AABR06110428.1	chr15_AABR06110428_random
AABR06110429.1	chr15_AABR06110429_random
AABR06110430.1	chr15_AABR06110430_random
AABR06110431.1	chr15_AABR06110431_random
AABR06110432.1	chr15_AABR06110432_random
AABR06110433.1	chr15_AABR06110433_random
AABR06110434.1	chr15_AABR06110434_random
AABR06110435.1	chr15_AABR06110435_random
AABR06110436.1	chr15_AABR06110436_random
AABR06110437.1	chr15_AABR06110437_random
AABR06110438.1	chr15_AABR06110438_random
AABR06110439.1	chr15_AABR06110439_random
AABR06110440.1	chr15_AABR06110440_random
AABR06110441.1	chr15_AABR06110441_random
AABR06110442.1	chr15_AABR06110442_random
AABR06110443.1	chr15_AABR06110443_random
AABR06110444.1	chr15_AABR06110444_random
AABR06110445.1	chr15_AABR06110445_random
AABR06110446.1	chr15_AABR06110446_random
AABR06110449.1	chr15_AABR06110449_random
AABR06110450.1	chr15_AABR06110450_random
AABR06110453.1	chr16_AABR06110453_random
AABR06110454.1	chr16_AABR06110454_random
AABR06110455.1	chr16_AABR06110455_random
AABR06110456.1	chr16_AABR06110456_random
AABR06110457.1	chr16_AABR06110457_random
AABR06110458.1	chr16_AABR06110458_random
AABR06110459.1	chr16_AABR06110459_random
AABR06110460.1	chr16_AABR06110460_random
AABR06110461.1	chr16_AABR06110461_random
AABR06110462.1	chr16_AABR06110462_random
AABR06110463.1	chr16_AABR06110463_random
AABR06110464.1	chr16_AABR06110464_random
AABR06110465.1	chr16_AABR06110465_random
AABR06110466.1	chr16_AABR06110466_random
AABR06110467.1	chr16_AABR06110467_random
AABR06110468.1	chr16_AABR06110468_random
AABR06110469.1	chr16_AABR06110469_random
AABR06110470.1	chr16_AABR06110470_random
AABR06110471.1	chr16_AABR06110471_random
AABR06110472.1	chr16_AABR06110472_random
AABR06110473.1	chr16_AABR06110473_random
AABR06110476.1	chr16_AABR06110476_random
AABR06110477.1	chr16_AABR06110477_random
AABR06110478.1	chr16_AABR06110478_random
AABR06110481.1	chr16_AABR06110481_random
AABR06110482.1	chr16_AABR06110482_random
AABR06110483.1	chr16_AABR06110483_random
AABR06110484.1	chr16_AABR06110484_random
AABR06110485.1	chr16_AABR06110485_random
AABR06110488.1	chr16_AABR06110488_random
AABR06110489.1	chr16_AABR06110489_random
AABR06110490.1	chr16_AABR06110490_random
AABR06110491.1	chr16_AABR06110491_random
AABR06110492.1	chr16_AABR06110492_random
AABR06110493.1	chr16_AABR06110493_random
AABR06110494.1	chr16_AABR06110494_random
AABR06110495.1	chr16_AABR06110495_random
AABR06110499.1	chr16_AABR06110499_random
AABR06110502.1	chr17_AABR06110502_random
AABR06110503.1	chr17_AABR06110503_random
AABR06110504.1	chr17_AABR06110504_random
AABR06110505.1	chr17_AABR06110505_random
AABR06110506.1	chr17_AABR06110506_random
AABR06110507.1	chr17_AABR06110507_random
AABR06110508.1	chr17_AABR06110508_random
AABR06110509.1	chr17_AABR06110509_random
AABR06110510.1	chr17_AABR06110510_random
AABR06110511.1	chr17_AABR06110511_random
AABR06110512.1	chr17_AABR06110512_random
AABR06110513.1	chr17_AABR06110513_random
AABR06110516.1	chr17_AABR06110516_random
AABR06110517.1	chr17_AABR06110517_random
AABR06110518.1	chr17_AABR06110518_random
AABR06110519.1	chr17_AABR06110519_random
AABR06110520.1	chr17_AABR06110520_random
AABR06110521.1	chr17_AABR06110521_random
AABR06110522.1	chr17_AABR06110522_random
AABR06110523.1	chr17_AABR06110523_random
AABR06110524.1	chr17_AABR06110524_random
AABR06110525.1	chr17_AABR06110525_random
AABR06110526.1	chr17_AABR06110526_random
AABR06110527.1	chr17_AABR06110527_random
AABR06110528.1	chr17_AABR06110528_random
AABR06110529.1	chr17_AABR06110529_random
AABR06110532.1	chr17_AABR06110532_random
AABR06110533.1	chr17_AABR06110533_random
AABR06110537.1	chr17_AABR06110537_random
AABR06110538.1	chr17_AABR06110538_random
AABR06110539.1	chr17_AABR06110539_random
AABR06110543.1	chr17_AABR06110543_random
AABR06110544.1	chr17_AABR06110544_random
AABR06110545.1	chr17_AABR06110545_random
AABR06110549.1	chr17_AABR06110549_random
AABR06110550.1	chr17_AABR06110550_random
AABR06110551.1	chr17_AABR06110551_random
AABR06110558.1	chr18_AABR06110558_random
AABR06110559.1	chr18_AABR06110559_random
AABR06110560.1	chr18_AABR06110560_random
AABR06110561.1	chr18_AABR06110561_random
AABR06110562.1	chr18_AABR06110562_random
AABR06110563.1	chr18_AABR06110563_random
AABR06110564.1	chr18_AABR06110564_random
AABR06110565.1	chr18_AABR06110565_random
AABR06110566.1	chr18_AABR06110566_random
AABR06110567.1	chr18_AABR06110567_random
AABR06110568.1	chr18_AABR06110568_random
AABR06110569.1	chr18_AABR06110569_random
AABR06110570.1	chr18_AABR06110570_random
AABR06110571.1	chr18_AABR06110571_random
AABR06110572.1	chr18_AABR06110572_random
AABR06110573.1	chr18_AABR06110573_random
AABR06110574.1	chr18_AABR06110574_random
AABR06110575.1	chr18_AABR06110575_random
AABR06110576.1	chr18_AABR06110576_random
AABR06110577.1	chr18_AABR06110577_random
AABR06110578.1	chr18_AABR06110578_random
AABR06110585.1	chr18_AABR06110585_random
AABR06110588.1	chr18_AABR06110588_random
AABR06110589.1	chr18_AABR06110589_random
AABR06110594.1	chr18_AABR06110594_random
AABR06110595.1	chr18_AABR06110595_random
AABR06110596.1	chr18_AABR06110596_random
AABR06110597.1	chr18_AABR06110597_random
AABR06110598.1	chr18_AABR06110598_random
AABR06110599.1	chr19_AABR06110599_random
AABR06110605.1	chr19_AABR06110605_random
AABR06110606.1	chr19_AABR06110606_random
AABR06110607.1	chr19_AABR06110607_random
AABR06110608.1	chr19_AABR06110608_random
AABR06110613.1	chr19_AABR06110613_random
AABR06110614.1	chr19_AABR06110614_random
AABR06110615.1	chr19_AABR06110615_random
AABR06110616.1	chr19_AABR06110616_random
AABR06110617.1	chr19_AABR06110617_random
AABR06110618.1	chr19_AABR06110618_random
AABR06110619.1	chr19_AABR06110619_random
AABR06110620.1	chr19_AABR06110620_random
AABR06110621.1	chr19_AABR06110621_random
AABR06110622.1	chr19_AABR06110622_random
AABR06110623.1	chr19_AABR06110623_random
AABR06110624.1	chr19_AABR06110624_random
AABR06110628.1	chr19_AABR06110628_random
AABR06110629.1	chr20_AABR06110629_random
AABR06110630.1	chr20_AABR06110630_random
AABR06110631.1	chr20_AABR06110631_random
AABR06110632.1	chr20_AABR06110632_random
AABR06110633.1	chr20_AABR06110633_random
AABR06110634.1	chr20_AABR06110634_random
AABR06110635.1	chr20_AABR06110635_random
AABR06110636.1	chr20_AABR06110636_random
AABR06110637.1	chr20_AABR06110637_random
AABR06110638.1	chr20_AABR06110638_random
AABR06110641.1	chr20_AABR06110641_random
AABR06110642.1	chr20_AABR06110642_random
AABR06110643.1	chr20_AABR06110643_random
AABR06110644.1	chr20_AABR06110644_random
AABR06110645.1	chr20_AABR06110645_random
AABR06110646.1	chr20_AABR06110646_random
AABR06110647.1	chr20_AABR06110647_random
AABR06110648.1	chr20_AABR06110648_random
AABR06110651.1	chr20_AABR06110651_random
AABR06110652.1	chr20_AABR06110652_random
AABR06110653.1	chr20_AABR06110653_random
AABR06110656.1	chr20_AABR06110656_random
AABR06110657.1	chr20_AABR06110657_random
AABR06110658.1	chr20_AABR06110658_random
AABR06110659.1	chr20_AABR06110659_random
AABR06110660.1	chr20_AABR06110660_random
AABR06110661.1	chr20_AABR06110661_random
AABR06110662.1	chr20_AABR06110662_random
AABR06110663.1	chr20_AABR06110663_random
AABR06110664.1	chr20_AABR06110664_random
AABR06110665.1	chr20_AABR06110665_random
AABR06110666.1	chrX_AABR06110666_random
AABR06110667.1	chrX_AABR06110667_random
AABR06110668.1	chrX_AABR06110668_random
AABR06110669.1	chrX_AABR06110669_random
AABR06110670.1	chrX_AABR06110670_random
AABR06110671.1	chrX_AABR06110671_random
AABR06110672.1	chrX_AABR06110672_random
AABR06110673.1	chrX_AABR06110673_random
AABR06110674.1	chrX_AABR06110674_random
AABR06110675.1	chrX_AABR06110675_random
AABR06110676.1	chrX_AABR06110676_random
AABR06110685.1	chrX_AABR06110685_random
AABR06110688.1	chrX_AABR06110688_random
AABR06110689.1	chrX_AABR06110689_random
AABR06110690.1	chrX_AABR06110690_random
AABR06110691.1	chrX_AABR06110691_random
AABR06110698.1	chrX_AABR06110698_random
AABR06110699.1	chrX_AABR06110699_random
AABR06110700.1	chrX_AABR06110700_random
AABR06110701.1	chrX_AABR06110701_random
AABR06110702.1	chrX_AABR06110702_random
AABR06110703.1	chrX_AABR06110703_random
AABR06110704.1	chrX_AABR06110704_random
AABR06110705.1	chrX_AABR06110705_random
AABR06110706.1	chrX_AABR06110706_random
AABR06110707.1	chrX_AABR06110707_random
AABR06110712.1	chrX_AABR06110712_random
AABR06110713.1	chrX_AABR06110713_random
AABR06110714.1	chrX_AABR06110714_random
AABR06110715.1	chrX_AABR06110715_random
AABR06110716.1	chrX_AABR06110716_random
AABR06110717.1	chrX_AABR06110717_random
AABR06110718.1	chrX_AABR06110718_random
AABR06110719.1	chrX_AABR06110719_random
AABR06110720.1	chrX_AABR06110720_random
AABR06110721.1	chrX_AABR06110721_random
AABR06110722.1	chrX_AABR06110722_random
AABR06110723.1	chrX_AABR06110723_random
AABR06110724.1	chrX_AABR06110724_random
AABR06110725.1	chrX_AABR06110725_random
AABR06110726.1	chrX_AABR06110726_random
AABR06110727.1	chrX_AABR06110727_random
AABR06110728.1	chrX_AABR06110728_random
AABR06110729.1	chrX_AABR06110729_random
AABR06110730.1	chrX_AABR06110730_random
AABR06110731.1	chrX_AABR06110731_random
AABR06110732.1	chrX_AABR06110732_random
AABR06110733.1	chrX_AABR06110733_random
AABR06110734.1	chrX_AABR06110734_random
AABR06110735.1	chrX_AABR06110735_random
AABR06110736.1	chrX_AABR06110736_random
AABR06110737.1	chrX_AABR06110737_random
AABR06110738.1	chrX_AABR06110738_random
AABR06110739.1	chrX_AABR06110739_random
AABR06110740.1	chrX_AABR06110740_random
AABR06110741.1	chrX_AABR06110741_random
AABR06110742.1	chrX_AABR06110742_random
AABR06110743.1	chrX_AABR06110743_random
AABR06110744.1	chrX_AABR06110744_random
AABR06110745.1	chrX_AABR06110745_random
AABR06110746.1	chrX_AABR06110746_random
AABR06110747.1	chrX_AABR06110747_random
AABR06110748.1	chrX_AABR06110748_random
AABR06110749.1	chrX_AABR06110749_random
AABR06110750.1	chrX_AABR06110750_random
AABR06110751.1	chrX_AABR06110751_random
AABR06110752.1	chrX_AABR06110752_random
AABR06110753.1	chrX_AABR06110753_random
AABR06110754.1	chrX_AABR06110754_random
AABR06110755.1	chrX_AABR06110755_random
AABR06110756.1	chrX_AABR06110756_random
AABR06110757.1	chrX_AABR06110757_random
AABR06110758.1	chrX_AABR06110758_random
AABR06110759.1	chrX_AABR06110759_random
AABR06110760.1	chrX_AABR06110760_random
AABR06110761.1	chrX_AABR06110761_random
AABR06110762.1	chrX_AABR06110762_random
AABR06110763.1	chrX_AABR06110763_random
AABR06110764.1	chrX_AABR06110764_random
AABR06110765.1	chrX_AABR06110765_random
AABR06110766.1	chrX_AABR06110766_random
AABR06110767.1	chrX_AABR06110767_random
AABR06110768.1	chrX_AABR06110768_random
AABR06110769.1	chrX_AABR06110769_random
AABR06110770.1	chrX_AABR06110770_random
AABR06110771.1	chrX_AABR06110771_random
AABR06110772.1	chrX_AABR06110772_random
AABR06110773.1	chrX_AABR06110773_random
AABR06110774.1	chrX_AABR06110774_random
AABR06110775.1	chrX_AABR06110775_random
AABR06110776.1	chrX_AABR06110776_random
AABR06110777.1	chrX_AABR06110777_random
AABR06110778.1	chrX_AABR06110778_random
AABR06110782.1	chrX_AABR06110782_random
AABR06110783.1	chrX_AABR06110783_random
AABR06110784.1	chrX_AABR06110784_random
AABR06110790.1	chrX_AABR06110790_random
AABR06110796.1	chrX_AABR06110796_random
AABR06110802.1	chrX_AABR06110802_random
AABR06110803.1	chrX_AABR06110803_random
AABR06110804.1	chrX_AABR06110804_random
AABR06110807.1	chrX_AABR06110807_random
AABR06110810.1	chrX_AABR06110810_random
AABR06110813.1	chrX_AABR06110813_random
AABR06110814.1	chrX_AABR06110814_random
AABR06110815.1	chrX_AABR06110815_random
AABR06110819.1	chrX_AABR06110819_random
AABR06110825.1	chrX_AABR06110825_random
AABR06110834.1	chrX_AABR06110834_random
AABR06110835.1	chrX_AABR06110835_random
AABR06110836.1	chrX_AABR06110836_random
AABR06110841.1	chrX_AABR06110841_random
AABR06110844.1	chrX_AABR06110844_random
AABR06110855.1	chrX_AABR06110855_random
AABR06110856.1	chrX_AABR06110856_random
AABR06110862.1	chrUn_AABR06110862
AABR06110863.1	chrUn_AABR06110863
AABR06110864.1	chrUn_AABR06110864
AABR06110865.1	chrUn_AABR06110865
AABR06110868.1	chrUn_AABR06110868
AABR06110869.1	chrUn_AABR06110869
AABR06110870.1	chrUn_AABR06110870
AABR06110871.1	chrUn_AABR06110871
AABR06110872.1	chrUn_AABR06110872
AABR06110873.1	chrUn_AABR06110873
AABR06110874.1	chrUn_AABR06110874
AABR06110875.1	chrUn_AABR06110875
AABR06110876.1	chrUn_AABR06110876
AABR06110877.1	chrUn_AABR06110877
AABR06110878.1	chrUn_AABR06110878
AABR06110879.1	chrUn_AABR06110879
AABR06110880.1	chrUn_AABR06110880
AABR06110881.1	chrUn_AABR06110881
AABR06110882.1	chrUn_AABR06110882
AABR06110883.1	chrUn_AABR06110883
AABR06110884.1	chrUn_AABR06110884
AABR06110885.1	chrUn_AABR06110885
AABR06110886.1	chrUn_AABR06110886
AABR06110887.1	chrUn_AABR06110887
AABR06110888.1	chrUn_AABR06110888
AABR06110889.1	chrUn_AABR06110889
AABR06110890.1	chrUn_AABR06110890
AABR06110894.1	chrUn_AABR06110894
AABR06110895.1	chrUn_AABR06110895
AABR06110896.1	chrUn_AABR06110896
AABR06110897.1	chrUn_AABR06110897
AABR06110898.1	chrUn_AABR06110898
AABR06110899.1	chrUn_AABR06110899
AABR06110900.1	chrUn_AABR06110900
AABR06110901.1	chrUn_AABR06110901
AABR06110902.1	chrUn_AABR06110902
AABR06110903.1	chrUn_AABR06110903
AABR06110904.1	chrUn_AABR06110904
AABR06110905.1	chrUn_AABR06110905
AABR06110908.1	chrUn_AABR06110908
AABR06110909.1	chrUn_AABR06110909
AABR06110910.1	chrUn_AABR06110910
AABR06110911.1	chrUn_AABR06110911
AABR06110912.1	chrUn_AABR06110912
AABR06110913.1	chrUn_AABR06110913
AABR06110914.1	chrUn_AABR06110914
AABR06110915.1	chrUn_AABR06110915
AABR06110916.1	chrUn_AABR06110916
AABR06110917.1	chrUn_AABR06110917
AABR06110918.1	chrUn_AABR06110918
AABR06110919.1	chrUn_AABR06110919
AABR06110920.1	chrUn_AABR06110920
AABR06110923.1	chrUn_AABR06110923
AABR06110924.1	chrUn_AABR06110924
AABR06110925.1	chrUn_AABR06110925
AABR06110926.1	chrUn_AABR06110926
AABR06110927.1	chrUn_AABR06110927
AABR06110928.1	chrUn_AABR06110928
AABR06110929.1	chrUn_AABR06110929
AABR06110930.1	chrUn_AABR06110930
AABR06110931.1	chrUn_AABR06110931
AABR06110932.1	chrUn_AABR06110932
AABR06110933.1	chrUn_AABR06110933
AABR06110934.1	chrUn_AABR06110934
AABR06110935.1	chrUn_AABR06110935
AABR06110936.1	chrUn_AABR06110936
AABR06110937.1	chrUn_AABR06110937
AABR06110938.1	chrUn_AABR06110938
AABR06110939.1	chrUn_AABR06110939
AABR06110940.1	chrUn_AABR06110940
AABR06110941.1	chrUn_AABR06110941
AABR06110942.1	chrUn_AABR06110942
AABR06110943.1	chrUn_AABR06110943
AABR06110944.1	chrUn_AABR06110944
AABR06110945.1	chrUn_AABR06110945
AABR06110946.1	chrUn_AABR06110946
AABR06110947.1	chrUn_AABR06110947
AABR06110948.1	chrUn_AABR06110948
AABR06110949.1	chrUn_AABR06110949
AABR06110952.1	chrUn_AABR06110952
AABR06110953.1	chrUn_AABR06110953
AABR06110954.1	chrUn_AABR06110954
AABR06110957.1	chrUn_AABR06110957
AABR06110958.1	chrUn_AABR06110958
AABR06110959.1	chrUn_AABR06110959
AABR06110960.1	chrUn_AABR06110960
AABR06110961.1	chrUn_AABR06110961
AABR06110962.1	chrUn_AABR06110962
AABR06110963.1	chrUn_AABR06110963
AABR06110964.1	chrUn_AABR06110964
AABR06110965.1	chrUn_AABR06110965
AABR06110966.1	chrUn_AABR06110966
AABR06110967.1	chrUn_AABR06110967
AABR06110968.1	chrUn_AABR06110968
AABR06110969.1	chrUn_AABR06110969
AABR06110970.1	chrUn_AABR06110970
AABR06110971.1	chrUn_AABR06110971
AABR06110972.1	chrUn_AABR06110972
AABR06110973.1	chrUn_AABR06110973
AABR06110974.1	chrUn_AABR06110974
AABR06110975.1	chrUn_AABR06110975
AABR06110978.1	chrUn_AABR06110978
AABR06110981.1	chrUn_AABR06110981
AABR06110982.1	chrUn_AABR06110982
AABR06110983.1	chrUn_AABR06110983
AABR06110984.1	chrUn_AABR06110984
AABR06110985.1	chrUn_AABR06110985
AABR06110986.1	chrUn_AABR06110986
AABR06110987.1	chrUn_AABR06110987
AABR06110988.1	chrUn_AABR06110988
AABR06110989.1	chrUn_AABR06110989
AABR06110990.1	chrUn_AABR06110990
AABR06110991.1	chrUn_AABR06110991
AABR06110992.1	chrUn_AABR06110992
AABR06110993.1	chrUn_AABR06110993
AABR06110994.1	chrUn_AABR06110994
AABR06110995.1	chrUn_AABR06110995
AABR06110996.1	chrUn_AABR06110996
AABR06110997.1	chrUn_AABR06110997
AABR06110998.1	chrUn_AABR06110998
AABR06110999.1	chrUn_AABR06110999
AABR06111000.1	chrUn_AABR06111000
AABR06111001.1	chrUn_AABR06111001
AABR06111002.1	chrUn_AABR06111002
AABR06111003.1	chrUn_AABR06111003
AABR06111004.1	chrUn_AABR06111004
AABR06111005.1	chrUn_AABR06111005
AABR06111006.1	chrUn_AABR06111006
AABR06111007.1	chrUn_AABR06111007
AABR06111008.1	chrUn_AABR06111008
AABR06111009.1	chrUn_AABR06111009
AABR06111010.1	chrUn_AABR06111010
AABR06111011.1	chrUn_AABR06111011
AABR06111014.1	chrUn_AABR06111014
AABR06111015.1	chrUn_AABR06111015
AABR06111018.1	chrUn_AABR06111018
AABR06111019.1	chrUn_AABR06111019
AABR06111020.1	chrUn_AABR06111020
AABR06111021.1	chrUn_AABR06111021
AABR06111022.1	chrUn_AABR06111022
AABR06111023.1	chrUn_AABR06111023
AABR06111026.1	chrUn_AABR06111026
AABR06111027.1	chrUn_AABR06111027
AABR06111028.1	chrUn_AABR06111028
AABR06111029.1	chrUn_AABR06111029
AABR06111030.1	chrUn_AABR06111030
AABR06111031.1	chrUn_AABR06111031
AABR06111032.1	chrUn_AABR06111032
AABR06111033.1	chrUn_AABR06111033
AABR06111034.1	chrUn_AABR06111034
AABR06111037.1	chrUn_AABR06111037
AABR06111038.1	chrUn_AABR06111038
AABR06111039.1	chrUn_AABR06111039
AABR06111040.1	chrUn_AABR06111040
AABR06111041.1	chrUn_AABR06111041
AABR06111042.1	chrUn_AABR06111042
AABR06111043.1	chrUn_AABR06111043
AABR06111044.1	chrUn_AABR06111044
AABR06111045.1	chrUn_AABR06111045
AABR06111046.1	chrUn_AABR06111046
AABR06111047.1	chrUn_AABR06111047
AABR06111050.1	chrUn_AABR06111050
AABR06111051.1	chrUn_AABR06111051
AABR06111052.1	chrUn_AABR06111052
AABR06111055.1	chrUn_AABR06111055
AABR06111056.1	chrUn_AABR06111056
