1	chr1
KL568237.1	chrUn_KL568237v1
KL568238.1	chrUn_KL568238v1
KL568239.1	chrUn_KL568239v1
KL568240.1	chrUn_KL568240v1
KL568241.1	chrUn_KL568241v1
KL568242.1	chrUn_KL568242v1
KL568243.1	chrUn_KL568243v1
KL568244.1	chrUn_KL568244v1
KL568245.1	chrUn_KL568245v1
KL568246.1	chrUn_KL568246v1
KL568247.1	chrUn_KL568247v1
KL568248.1	chrUn_KL568248v1
KL568249.1	chrUn_KL568249v1
KL568250.1	chrUn_KL568250v1
KL568251.1	chrUn_KL568251v1
KL568252.1	chrUn_KL568252v1
KL568253.1	chrUn_KL568253v1
KL568254.1	chrUn_KL568254v1
KL568255.1	chrUn_KL568255v1
KL568256.1	chrUn_KL568256v1
KL568257.1	chrUn_KL568257v1
KL568258.1	chrUn_KL568258v1
KL568259.1	chrUn_KL568259v1
KL568260.1	chrUn_KL568260v1
KL568261.1	chrUn_KL568261v1
KL568262.1	chrUn_KL568262v1
KL568263.1	chrUn_KL568263v1
KL568264.1	chrUn_KL568264v1
KL568265.1	chrUn_KL568265v1
KL568266.1	chrUn_KL568266v1
KL568267.1	chrUn_KL568267v1
KL568268.1	chrUn_KL568268v1
KL568269.1	chrUn_KL568269v1
KL568270.1	chrUn_KL568270v1
KL568271.1	chrUn_KL568271v1
KL568272.1	chrUn_KL568272v1
KL568273.1	chrUn_KL568273v1
KL568274.1	chrUn_KL568274v1
KL568275.1	chrUn_KL568275v1
KL568276.1	chrUn_KL568276v1
KL568277.1	chrUn_KL568277v1
KL568278.1	chrUn_KL568278v1
KL568279.1	chrUn_KL568279v1
KL568280.1	chrUn_KL568280v1
KL568281.1	chrUn_KL568281v1
KL568282.1	chrUn_KL568282v1
KL568283.1	chrUn_KL568283v1
KL568284.1	chrUn_KL568284v1
KL568285.1	chrUn_KL568285v1
KL568286.1	chrUn_KL568286v1
KL568287.1	chrUn_KL568287v1
KL568288.1	chrUn_KL568288v1
KL568289.1	chrUn_KL568289v1
KL568290.1	chrUn_KL568290v1
KL568291.1	chrUn_KL568291v1
KL568292.1	chrUn_KL568292v1
KL568293.1	chrUn_KL568293v1
KL568294.1	chrUn_KL568294v1
KL568295.1	chrUn_KL568295v1
KL568296.1	chrUn_KL568296v1
KL568297.1	chrUn_KL568297v1
KL568298.1	chrUn_KL568298v1
KL568299.1	chrUn_KL568299v1
KL568300.1	chrUn_KL568300v1
KL568301.1	chrUn_KL568301v1
KL568302.1	chrUn_KL568302v1
KL568303.1	chrUn_KL568303v1
KL568304.1	chrUn_KL568304v1
KL568305.1	chrUn_KL568305v1
KL568306.1	chrUn_KL568306v1
KL568307.1	chrUn_KL568307v1
KL568308.1	chrUn_KL568308v1
KL568309.1	chrUn_KL568309v1
KL568310.1	chrUn_KL568310v1
KL568311.1	chrUn_KL568311v1
KL568312.1	chrUn_KL568312v1
KL568313.1	chrUn_KL568313v1
KL568314.1	chrUn_KL568314v1
KL568315.1	chrUn_KL568315v1
KL568316.1	chrUn_KL568316v1
KL568317.1	chrUn_KL568317v1
KL568318.1	chrUn_KL568318v1
KL568319.1	chrUn_KL568319v1
KL568320.1	chrUn_KL568320v1
KL568321.1	chrUn_KL568321v1
KL568322.1	chrUn_KL568322v1
KL568323.1	chrUn_KL568323v1
KL568324.1	chrUn_KL568324v1
KL568325.1	chrUn_KL568325v1
KL568326.1	chrUn_KL568326v1
KL568327.1	chrUn_KL568327v1
KL568328.1	chrUn_KL568328v1
KL568329.1	chrUn_KL568329v1
KL568330.1	chrUn_KL568330v1
KL568331.1	chrUn_KL568331v1
KL568332.1	chrUn_KL568332v1
KL568333.1	chrUn_KL568333v1
KL568334.1	chrUn_KL568334v1
KL568335.1	chrUn_KL568335v1
KL568336.1	chrUn_KL568336v1
KL568337.1	chrUn_KL568337v1
KL568338.1	chrUn_KL568338v1
KL568339.1	chrUn_KL568339v1
KL568340.1	chrUn_KL568340v1
KL568341.1	chrUn_KL568341v1
KL568342.1	chrUn_KL568342v1
KL568343.1	chrUn_KL568343v1
KL568344.1	chrUn_KL568344v1
KL568345.1	chrUn_KL568345v1
KL568346.1	chrUn_KL568346v1
KL568347.1	chrUn_KL568347v1
KL568348.1	chrUn_KL568348v1
KL568349.1	chrUn_KL568349v1
KL568350.1	chrUn_KL568350v1
KL568351.1	chrUn_KL568351v1
KL568352.1	chrUn_KL568352v1
KL568353.1	chrUn_KL568353v1
KL568354.1	chrUn_KL568354v1
KL568355.1	chrUn_KL568355v1
KL568356.1	chrUn_KL568356v1
KL568357.1	chrUn_KL568357v1
KL568358.1	chrUn_KL568358v1
KL568359.1	chrUn_KL568359v1
KL568360.1	chrUn_KL568360v1
KL568361.1	chrUn_KL568361v1
KL568362.1	chrUn_KL568362v1
KL568363.1	chrUn_KL568363v1
KL568364.1	chrUn_KL568364v1
KL568365.1	chrUn_KL568365v1
KL568366.1	chrUn_KL568366v1
KL568367.1	chrUn_KL568367v1
KL568368.1	chrUn_KL568368v1
KL568369.1	chrUn_KL568369v1
KL568370.1	chrUn_KL568370v1
KL568371.1	chrUn_KL568371v1
KL568372.1	chrUn_KL568372v1
KL568373.1	chrUn_KL568373v1
KL568374.1	chrUn_KL568374v1
KL568375.1	chrUn_KL568375v1
KL568376.1	chrUn_KL568376v1
KL568377.1	chrUn_KL568377v1
KL568378.1	chrUn_KL568378v1
KL568379.1	chrUn_KL568379v1
KL568380.1	chrUn_KL568380v1
KL568381.1	chrUn_KL568381v1
KL568382.1	chrUn_KL568382v1
KL568383.1	chrUn_KL568383v1
KL568384.1	chrUn_KL568384v1
KL568385.1	chrUn_KL568385v1
KL568386.1	chrUn_KL568386v1
KL568387.1	chrUn_KL568387v1
KL568388.1	chrUn_KL568388v1
KL568389.1	chrUn_KL568389v1
KL568390.1	chrUn_KL568390v1
KL568391.1	chrUn_KL568391v1
KL568392.1	chrUn_KL568392v1
KL568393.1	chrUn_KL568393v1
KL568394.1	chrUn_KL568394v1
KL568395.1	chrUn_KL568395v1
KL568396.1	chrUn_KL568396v1
KL568397.1	chrUn_KL568397v1
KL568398.1	chrUn_KL568398v1
KL568399.1	chrUn_KL568399v1
KL568400.1	chrUn_KL568400v1
KL568401.1	chrUn_KL568401v1
KL568402.1	chrUn_KL568402v1
KL568403.1	chrUn_KL568403v1
KL568404.1	chrUn_KL568404v1
KL568405.1	chrUn_KL568405v1
KL568406.1	chrUn_KL568406v1
KL568407.1	chrUn_KL568407v1
KL568408.1	chrUn_KL568408v1
KL568409.1	chrUn_KL568409v1
KL568410.1	chrUn_KL568410v1
KL568411.1	chrUn_KL568411v1
KL568412.1	chrUn_KL568412v1
KL568413.1	chrUn_KL568413v1
KL568414.1	chrUn_KL568414v1
KL568415.1	chrUn_KL568415v1
KL568416.1	chrUn_KL568416v1
KL568417.1	chrUn_KL568417v1
KL568418.1	chrUn_KL568418v1
KL568419.1	chrUn_KL568419v1
KL568420.1	chrUn_KL568420v1
KL568421.1	chrUn_KL568421v1
KL568422.1	chrUn_KL568422v1
KL568423.1	chrUn_KL568423v1
KL568424.1	chrUn_KL568424v1
KL568425.1	chrUn_KL568425v1
KL568426.1	chrUn_KL568426v1
KL568427.1	chrUn_KL568427v1
KL568428.1	chrUn_KL568428v1
KL568429.1	chrUn_KL568429v1
KL568430.1	chrUn_KL568430v1
KL568431.1	chrUn_KL568431v1
KL568432.1	chrUn_KL568432v1
KL568433.1	chrUn_KL568433v1
KL568434.1	chrUn_KL568434v1
KL568435.1	chrUn_KL568435v1
KL568436.1	chrUn_KL568436v1
KL568437.1	chrUn_KL568437v1
KL568438.1	chrUn_KL568438v1
KL568439.1	chrUn_KL568439v1
KL568440.1	chrUn_KL568440v1
KL568441.1	chrUn_KL568441v1
KL568442.1	chrUn_KL568442v1
KL568443.1	chrUn_KL568443v1
KL568444.1	chrUn_KL568444v1
KL568445.1	chrUn_KL568445v1
KL568446.1	chrUn_KL568446v1
KL568447.1	chrUn_KL568447v1
KL568448.1	chrUn_KL568448v1
KL568449.1	chrUn_KL568449v1
KL568450.1	chrUn_KL568450v1
KL568451.1	chrUn_KL568451v1
KL568452.1	chrUn_KL568452v1
KL568453.1	chrUn_KL568453v1
KL568454.1	chrUn_KL568454v1
KL568455.1	chrUn_KL568455v1
KL568456.1	chrUn_KL568456v1
KL568457.1	chrUn_KL568457v1
KL568458.1	chrUn_KL568458v1
KL568459.1	chrUn_KL568459v1
KL568460.1	chrUn_KL568460v1
KL568461.1	chrUn_KL568461v1
KL568462.1	chrUn_KL568462v1
KL568463.1	chrUn_KL568463v1
KL568464.1	chrUn_KL568464v1
KL568465.1	chrUn_KL568465v1
KL568466.1	chrUn_KL568466v1
KL568467.1	chrUn_KL568467v1
KL568468.1	chrUn_KL568468v1
KL568469.1	chrUn_KL568469v1
KL568470.1	chrUn_KL568470v1
KL568471.1	chrUn_KL568471v1
KL568472.1	chrUn_KL568472v1
KL568473.1	chrUn_KL568473v1
KL568474.1	chrUn_KL568474v1
KL568475.1	chrUn_KL568475v1
KL568476.1	chrUn_KL568476v1
KL568477.1	chrUn_KL568477v1
KL568478.1	chrUn_KL568478v1
KL568479.1	chrUn_KL568479v1
KL568480.1	chrUn_KL568480v1
KL568481.1	chrUn_KL568481v1
KL568482.1	chrUn_KL568482v1
KL568483.1	chrUn_KL568483v1
KL568484.1	chrUn_KL568484v1
KL568485.1	chrUn_KL568485v1
KL568486.1	chrUn_KL568486v1
KL568487.1	chrUn_KL568487v1
KL568488.1	chrUn_KL568488v1
KL568489.1	chrUn_KL568489v1
KL568490.1	chrUn_KL568490v1
KL568491.1	chrUn_KL568491v1
KL568492.1	chrUn_KL568492v1
KL568493.1	chrUn_KL568493v1
KL568494.1	chrUn_KL568494v1
KL568495.1	chrUn_KL568495v1
KL568496.1	chrUn_KL568496v1
KL568497.1	chrUn_KL568497v1
KL568498.1	chrUn_KL568498v1
KL568499.1	chrUn_KL568499v1
KL568500.1	chrUn_KL568500v1
KL568501.1	chrUn_KL568501v1
KL568502.1	chrUn_KL568502v1
KL568503.1	chrUn_KL568503v1
KL568504.1	chrUn_KL568504v1
KL568505.1	chrUn_KL568505v1
KL568506.1	chrUn_KL568506v1
KL568507.1	chrUn_KL568507v1
KL568508.1	chrUn_KL568508v1
KL568509.1	chrUn_KL568509v1
KL568510.1	chrUn_KL568510v1
KL568511.1	chrUn_KL568511v1
KL568512.1	chrUn_KL568512v1
KL568513.1	chrUn_KL568513v1
KL568514.1	chrUn_KL568514v1
KL568515.1	chrUn_KL568515v1
KL568516.1	chrUn_KL568516v1
KL568517.1	chrUn_KL568517v1
KL568518.1	chrUn_KL568518v1
MT	chrM
