X	chrX
211000022279893	chrUn_DS483689v1
211000022278390	chrUn_DS483692v1
211000022279189	chrUn_DS483693v1
211000022278399	chrUn_DS483694v1
211000022278549	chrUn_DS483695v1
211000022278269	chrUn_DS483700v1
211000022279423	chrUn_DS483701v1
211000022280064	chrUn_DS483702v1
211000022278686	chrUn_DS483703v1
211000022278049	chrUn_DS483705v1
211000022278415	chrUn_DS483707v1
211000022280761	chrUn_DS483709v1
211000022278217	chrUn_DS483711v1
211000022278974	chrUn_DS483712v1
211000022278273	chrUn_DS483719v1
211000022278354	chrUn_DS483723v1
211000022280596	chrUn_DS483724v1
211000022279114	chrUn_DS483726v1
211000022278185	chrUn_DS483728v1
211000022279276	chrUn_DS483734v1
211000022280237	chrUn_DS483735v1
211000022278653	chrUn_DS483736v1
211000022279892	chrUn_DS483737v1
211000022279146	chrUn_DS483738v1
211000022279345	chrUn_DS483739v1
211000022279001	chrUn_DS483740v1
211000022279523	chrUn_DS483741v1
211000022278849	chrUn_DS483743v1
211000022280750	chrUn_DS483744v1
211000022279869	chrUn_DS483746v1
211000022278215	chrUn_DS483748v1
211000022279695	chrUn_DS483749v1
211000022279735	chrUn_DS483750v1
211000022280490	chrUn_DS483751v1
211000022280465	chrUn_DS483753v1
211000022280734	chrUn_DS483754v1
211000022278032	chrUn_DS483755v1
211000022280476	chrUn_DS483757v1
211000022280735	chrUn_DS483758v1
211000022279018	chrUn_DS483759v1
211000022280699	chrUn_DS483760v1
211000022280447	chrUn_DS483762v1
211000022280640	chrUn_DS483763v1
211000022279879	chrUn_DS483767v1
211000022280236	chrUn_DS483768v1
211000022279539	chrUn_DS483769v1
211000022280519	chrUn_DS483770v1
211000022279177	chrUn_DS483772v1
211000022280046	chrUn_DS483773v1
211000022280518	chrUn_DS483774v1
211000022280545	chrUn_DS483776v1
211000022280437	chrUn_DS483780v1
211000022280655	chrUn_DS483781v1
211000022279884	chrUn_DS483782v1
211000022279147	chrUn_DS483783v1
211000022280462	chrUn_DS483785v1
211000022280472	chrUn_DS483787v1
211000022279380	chrUn_DS483792v1
211000022280517	chrUn_DS483793v1
211000022280727	chrUn_DS483796v1
211000022279257	chrUn_DS483797v1
211000022280656	chrUn_DS483798v1
211000022278556	chrUn_DS483799v1
211000022280637	chrUn_DS483800v1
211000022279634	chrUn_DS483801v1
211000022279559	chrUn_DS483804v1
211000022278960	chrUn_DS483805v1
211000022280459	chrUn_DS483806v1
211000022280720	chrUn_DS483807v1
211000022278712	chrUn_DS483808v1
211000022280583	chrUn_DS483810v1
211000022280615	chrUn_DS483811v1
211000022280461	chrUn_DS483812v1
211000022280558	chrUn_DS483813v1
211000022280087	chrUn_DS483814v1
211000022279928	chrUn_DS483815v1
211000022279913	chrUn_DS483816v1
211000022280589	chrUn_DS483817v1
211000022280445	chrUn_DS483819v1
211000022279453	chrUn_DS483820v1
211000022280233	chrUn_DS483822v1
211000022280015	chrUn_DS483824v1
211000022279449	chrUn_DS483825v1
211000022280607	chrUn_DS483828v1
211000022280618	chrUn_DS483832v1
211000022280503	chrUn_DS483833v1
211000022280050	chrUn_DS483837v1
211000022280652	chrUn_DS483839v1
211000022279344	chrUn_DS483840v1
211000022279701	chrUn_DS483841v1
211000022280457	chrUn_DS483844v1
211000022278926	chrUn_DS483845v1
211000022280743	chrUn_DS483846v1
211000022279389	chrUn_DS483848v1
211000022278765	chrUn_DS483849v1
211000022279463	chrUn_DS483853v1
211000022280128	chrUn_DS483854v1
211000022279091	chrUn_DS483855v1
211000022279396	chrUn_DS483856v1
211000022279940	chrUn_DS483858v1
211000022280516	chrUn_DS483859v1
211000022280671	chrUn_DS483861v1
211000022279887	chrUn_DS483862v1
211000022280283	chrUn_DS483863v1
211000022278723	chrUn_DS483864v1
211000022280473	chrUn_DS483865v1
211000022280202	chrUn_DS483866v1
211000022279855	chrUn_DS483867v1
211000022280068	chrUn_DS483868v1
211000022280002	chrUn_DS483870v1
211000022278966	chrUn_DS483871v1
211000022279667	chrUn_DS483872v1
211000022278089	chrUn_DS483873v1
211000022280762	chrUn_DS483874v1
211000022279052	chrUn_DS483876v1
211000022278351	chrUn_DS483877v1
211000022280508	chrUn_DS483878v1
211000022278372	chrUn_DS483879v1
211000022280653	chrUn_DS483880v1
211000022280560	chrUn_DS483881v1
211000022280098	chrUn_DS483886v1
211000022280110	chrUn_DS483891v1
211000022280448	chrUn_DS483895v1
211000022280623	chrUn_DS483896v1
211000022280446	chrUn_DS483898v1
211000022280305	chrUn_DS483899v1
211000022280684	chrUn_DS483900v1
211000022278675	chrUn_DS483901v1
211000022280032	chrUn_DS483904v1
211000022278100	chrUn_DS483906v1
211000022279372	chrUn_DS483908v1
211000022280703	chrUn_DS483910v1
211000022279750	chrUn_DS483913v1
211000022278945	chrUn_DS483914v1
211000022279675	chrUn_DS483915v1
211000022280498	chrUn_DS483918v1
211000022279243	chrUn_DS483919v1
211000022279743	chrUn_DS483920v1
211000022278195	chrUn_DS483921v1
211000022280471	chrUn_DS483925v1
211000022280551	chrUn_DS483927v1
211000022280455	chrUn_DS483929v1
211000022279477	chrUn_DS483930v1
211000022278697	chrUn_DS483933v1
211000022278602	chrUn_DS483936v1
211000022280606	chrUn_DS483937v1
211000022278392	chrUn_DS483938v1
211000022279844	chrUn_DS483939v1
211000022278611	chrUn_DS483940v1
211000022280565	chrUn_DS483941v1
211000022280463	chrUn_DS483943v1
211000022279370	chrUn_DS483944v1
211000022280026	chrUn_DS483945v1
211000022280522	chrUn_DS483947v1
211000022280562	chrUn_DS483949v1
211000022280654	chrUn_DS483951v1
211000022279961	chrUn_DS483953v1
211000022280525	chrUn_DS483954v1
211000022280127	chrUn_DS483956v1
211000022278396	chrUn_DS483957v1
211000022280692	chrUn_DS483960v1
211000022279945	chrUn_DS483961v1
211000022280156	chrUn_DS483964v1
211000022279613	chrUn_DS483965v1
211000022279229	chrUn_DS483970v1
211000022278768	chrUn_DS483972v1
211000022279812	chrUn_DS483975v1
211000022278203	chrUn_DS483976v1
211000022278312	chrUn_DS483977v1
211000022279431	chrUn_DS483979v1
211000022280533	chrUn_DS483982v1
211000022280335	chrUn_DS483983v1
211000022280566	chrUn_DS483985v1
211000022280556	chrUn_DS483986v1
211000022279877	chrUn_DS483989v1
211000022280554	chrUn_DS483992v1
211000022280295	chrUn_DS483994v1
211000022280570	chrUn_DS483998v1
211000022280595	chrUn_DS483999v1
211000022280564	chrUn_DS484000v1
211000022280255	chrUn_DS484001v1
211000022279606	chrUn_DS484003v1
211000022280105	chrUn_DS484004v1
211000022280524	chrUn_DS484006v1
211000022280440	chrUn_DS484007v1
211000022280687	chrUn_DS484009v1
211000022280480	chrUn_DS484010v1
211000022280296	chrUn_DS484013v1
211000022280115	chrUn_DS484015v1
211000022279953	chrUn_DS484017v1
211000022280588	chrUn_DS484018v1
211000022279982	chrUn_DS484020v1
211000022280008	chrUn_DS484022v1
211000022279394	chrUn_DS484025v1
211000022279265	chrUn_DS484027v1
211000022279284	chrUn_DS484028v1
211000022280557	chrUn_DS484031v1
211000022280555	chrUn_DS484036v1
211000022280456	chrUn_DS484038v1
211000022278219	chrUn_DS484039v1
211000022278438	chrUn_DS484040v1
211000022279700	chrUn_DS484041v1
211000022279868	chrUn_DS484042v1
211000022280211	chrUn_DS484044v1
211000022280467	chrUn_DS484045v1
211000022279777	chrUn_DS484047v1
211000022279169	chrUn_DS484048v1
211000022278398	chrUn_DS484050v1
211000022278280	chrUn_DS484052v1
211000022280511	chrUn_DS484053v1
211000022278785	chrUn_DS484054v1
211000022280114	chrUn_DS484055v1
211000022278164	chrUn_DS484058v1
211000022279179	chrUn_DS484059v1
211000022279784	chrUn_DS484062v1
211000022280080	chrUn_DS484064v1
211000022280261	chrUn_DS484065v1
211000022280212	chrUn_DS484066v1
211000022280577	chrUn_DS484068v1
211000022278581	chrUn_DS484069v1
211000022280093	chrUn_DS484070v1
211000022278395	chrUn_DS484073v1
211000022278744	chrUn_DS484076v1
211000022278883	chrUn_DS484077v1
211000022280086	chrUn_DS484078v1
211000022280260	chrUn_DS484079v1
211000022279837	chrUn_DS484080v1
211000022279761	chrUn_DS484083v1
211000022280035	chrUn_DS484086v1
211000022279239	chrUn_DS484087v1
211000022280037	chrUn_DS484089v1
211000022280474	chrUn_DS484090v1
211000022280316	chrUn_DS484091v1
211000022280536	chrUn_DS484092v1
211000022279442	chrUn_DS484093v1
211000022280544	chrUn_DS484095v1
211000022278554	chrUn_DS484096v1
211000022280251	chrUn_DS484097v1
211000022279488	chrUn_DS484098v1
211000022278378	chrUn_DS484100v1
211000022278952	chrUn_DS484102v1
211000022280272	chrUn_DS484104v1
211000022280010	chrUn_DS484105v1
211000022279061	chrUn_DS484106v1
211000022280205	chrUn_DS484107v1
211000022280311	chrUn_DS484108v1
211000022280012	chrUn_DS484109v1
211000022279021	chrUn_DS484111v1
211000022280610	chrUn_DS484113v1
211000022280227	chrUn_DS484116v1
211000022279867	chrUn_DS484117v1
211000022279288	chrUn_DS484118v1
211000022280333	chrUn_DS484120v1
211000022278404	chrUn_DS484122v1
211000022280436	chrUn_DS484123v1
211000022280501	chrUn_DS484134v1
211000022279964	chrUn_DS484138v1
211000022278098	chrUn_DS484139v1
211000022280469	chrUn_DS484144v1
211000022280340	chrUn_DS484145v1
211000022279948	chrUn_DS484147v1
211000022279521	chrUn_DS484148v1
211000022279416	chrUn_DS484149v1
211000022280214	chrUn_DS484151v1
211000022278975	chrUn_DS484152v1
211000022279746	chrUn_DS484153v1
211000022278923	chrUn_DS484154v1
211000022279311	chrUn_DS484155v1
211000022279623	chrUn_DS484156v1
211000022279527	chrUn_DS484157v1
211000022280171	chrUn_DS484159v1
211000022278794	chrUn_DS484160v1
211000022280497	chrUn_DS484167v1
211000022278440	chrUn_DS484168v1
211000022279562	chrUn_DS484169v1
211000022278790	chrUn_DS484170v1
211000022280707	chrUn_DS484176v1
211000022279911	chrUn_DS484177v1
211000022278421	chrUn_DS484180v1
211000022279653	chrUn_DS484183v1
211000022279157	chrUn_DS484188v1
211000022279973	chrUn_DS484189v1
211000022278546	chrUn_DS484190v1
211000022278114	chrUn_DS484191v1
211000022280108	chrUn_DS484192v1
211000022279233	chrUn_DS484193v1
211000022280284	chrUn_DS484196v1
211000022278426	chrUn_DS484202v1
211000022279602	chrUn_DS484205v1
211000022280089	chrUn_DS484206v1
211000022278937	chrUn_DS484207v1
211000022280548	chrUn_DS484209v1
211000022278732	chrUn_DS484210v1
211000022280198	chrUn_DS484212v1
211000022280137	chrUn_DS484213v1
211000022280112	chrUn_DS484217v1
211000022279003	chrUn_DS484220v1
211000022280141	chrUn_DS484221v1
211000022280535	chrUn_DS484222v1
211000022280696	chrUn_DS484224v1
211000022280520	chrUn_DS484225v1
211000022278327	chrUn_DS484226v1
211000022279190	chrUn_DS484228v1
211000022278452	chrUn_DS484229v1
211000022280443	chrUn_DS484230v1
211000022279483	chrUn_DS484231v1
211000022278738	chrUn_DS484232v1
211000022280553	chrUn_DS484234v1
211000022279513	chrUn_DS484236v1
211000022279214	chrUn_DS484238v1
211000022279191	chrUn_DS484239v1
211000022279056	chrUn_DS484241v1
211000022280218	chrUn_DS484242v1
211000022278963	chrUn_DS484243v1
211000022279373	chrUn_DS484244v1
211000022279116	chrUn_DS484246v1
211000022280485	chrUn_DS484247v1
211000022278927	chrUn_DS484251v1
211000022279573	chrUn_DS484253v1
211000022279710	chrUn_DS484254v1
211000022279898	chrUn_DS484255v1
211000022280598	chrUn_DS484256v1
211000022278282	chrUn_DS484257v1
211000022279849	chrUn_DS484258v1
211000022278740	chrUn_DS484262v1
211000022279126	chrUn_DS484263v1
211000022280033	chrUn_DS484264v1
211000022279980	chrUn_DS484267v1
211000022279866	chrUn_DS484271v1
211000022279193	chrUn_DS484274v1
211000022278664	chrUn_DS484275v1
211000022279070	chrUn_DS484276v1
211000022278493	chrUn_DS484277v1
211000022279711	chrUn_DS484279v1
211000022280492	chrUn_DS484280v1
211000022279178	chrUn_DS484281v1
211000022278858	chrUn_DS484282v1
211000022279651	chrUn_DS484283v1
211000022279850	chrUn_DS484285v1
211000022279909	chrUn_DS484286v1
211000022279780	chrUn_DS484287v1
211000022280643	chrUn_DS484289v1
211000022279436	chrUn_DS484291v1
211000022280679	chrUn_DS484292v1
211000022280626	chrUn_DS484294v1
211000022280561	chrUn_DS484296v1
211000022279960	chrUn_DS484300v1
211000022279000	chrUn_DS484301v1
211000022278507	chrUn_DS484303v1
211000022278335	chrUn_DS484304v1
211000022280144	chrUn_DS484306v1
211000022279635	chrUn_DS484307v1
211000022280302	chrUn_DS484308v1
211000022278942	chrUn_DS484309v1
211000022279122	chrUn_DS484310v1
211000022278716	chrUn_DS484311v1
211000022279247	chrUn_DS484312v1
211000022278869	chrUn_DS484313v1
211000022279810	chrUn_DS484314v1
211000022279259	chrUn_DS484315v1
211000022280747	chrUn_DS484317v1
211000022280289	chrUn_DS484318v1
211000022279197	chrUn_DS484320v1
211000022280208	chrUn_DS484321v1
211000022278387	chrUn_DS484329v1
211000022279058	chrUn_DS484331v1
211000022278934	chrUn_DS484333v1
211000022280228	chrUn_DS484335v1
211000022278220	chrUn_DS484339v1
211000022279612	chrUn_DS484340v1
211000022279966	chrUn_DS484342v1
211000022280058	chrUn_DS484343v1
211000022279787	chrUn_DS484348v1
211000022278536	chrUn_DS484350v1
211000022280580	chrUn_DS484353v1
211000022279011	chrUn_DS484355v1
211000022280698	chrUn_DS484363v1
211000022278178	chrUn_DS484366v1
211000022278860	chrUn_DS484369v1
211000022279479	chrUn_DS484370v1
211000022280568	chrUn_DS484375v1
211000022279949	chrUn_DS484378v1
211000022278953	chrUn_DS484380v1
211000022278672	chrUn_DS484383v1
211000022279101	chrUn_DS484385v1
211000022280621	chrUn_DS484386v1
211000022279929	chrUn_DS484389v1
211000022280599	chrUn_DS484391v1
211000022278888	chrUn_DS484394v1
211000022280153	chrUn_DS484395v1
211000022279118	chrUn_DS484396v1
211000022279039	chrUn_DS484400v1
211000022279476	chrUn_DS484403v1
211000022278652	chrUn_DS484404v1
211000022278205	chrUn_DS484407v1
211000022280223	chrUn_DS484408v1
211000022280133	chrUn_DS484412v1
211000022280500	chrUn_DS484414v1
211000022280176	chrUn_DS484421v1
211000022280135	chrUn_DS484424v1
211000022279663	chrUn_DS484425v1
211000022280631	chrUn_DS484426v1
211000022279756	chrUn_DS484427v1
211000022280617	chrUn_DS484432v1
211000022280070	chrUn_DS484434v1
211000022279470	chrUn_DS484435v1
211000022278968	chrUn_DS484436v1
211000022279310	chrUn_DS484437v1
211000022279807	chrUn_DS484438v1
211000022278874	chrUn_DS484443v1
211000022279044	chrUn_DS484445v1
211000022278206	chrUn_DS484446v1
211000022278138	chrUn_DS484448v1
211000022279804	chrUn_DS484449v1
211000022278522	chrUn_DS484452v1
211000022278711	chrUn_DS484454v1
211000022278919	chrUn_DS484456v1
211000022279942	chrUn_DS484458v1
211000022278216	chrUn_DS484460v1
211000022279641	chrUn_DS484463v1
211000022280294	chrUn_DS484464v1
211000022280143	chrUn_DS484466v1
211000022279517	chrUn_DS484467v1
211000022279096	chrUn_DS484469v1
211000022278506	chrUn_DS484470v1
211000022279733	chrUn_DS484471v1
211000022279376	chrUn_DS484472v1
211000022278439	chrUn_DS484475v1
211000022278780	chrUn_DS484478v1
211000022278922	chrUn_DS484479v1
211000022279198	chrUn_DS484480v1
211000022278707	chrUn_DS484481v1
211000022278047	chrUn_DS484484v1
211000022278284	chrUn_DS484485v1
211000022280151	chrUn_DS484486v1
211000022279237	chrUn_DS484487v1
211000022278120	chrUn_DS484489v1
211000022278254	chrUn_DS484490v1
211000022280192	chrUn_DS484491v1
211000022278589	chrUn_DS484493v1
211000022278362	chrUn_DS484496v1
211000022279162	chrUn_DS484498v1
211000022279654	chrUn_DS484499v1
211000022279130	chrUn_DS484501v1
211000022279820	chrUn_DS484502v1
211000022279712	chrUn_DS484503v1
211000022278515	chrUn_DS484505v1
211000022278982	chrUn_DS484508v1
211000022279851	chrUn_DS484509v1
211000022279282	chrUn_DS484510v1
211000022278271	chrUn_DS484511v1
211000022279889	chrUn_DS484513v1
211000022279217	chrUn_DS484514v1
211000022278678	chrUn_DS484515v1
211000022279571	chrUn_DS484520v1
211000022280269	chrUn_DS484521v1
211000022278528	chrUn_DS484522v1
211000022279628	chrUn_DS484524v1
211000022280195	chrUn_DS484525v1
211000022278211	chrUn_DS484527v1
211000022279900	chrUn_DS484528v1
211000022278446	chrUn_DS484532v1
211000022280028	chrUn_DS484534v1
211000022280605	chrUn_DS484539v1
211000022279228	chrUn_DS484542v1
211000022280301	chrUn_DS484543v1
211000022279627	chrUn_DS484544v1
211000022278304	chrUn_DS484546v1
211000022278406	chrUn_DS484548v1
211000022278890	chrUn_DS484549v1
211000022279366	chrUn_DS484550v1
211000022279657	chrUn_DS484553v1
211000022279969	chrUn_DS484557v1
211000022278929	chrUn_DS484559v1
211000022279285	chrUn_DS484561v1
211000022279473	chrUn_DS484565v1
211000022279158	chrUn_DS484566v1
211000022278435	chrUn_DS484567v1
211000022278274	chrUn_DS484571v1
211000022280293	chrUn_DS484573v1
211000022279029	chrUn_DS484577v1
211000022278988	chrUn_DS484578v1
211000022279199	chrUn_DS484579v1
211000022280347	chrUn_DS484581v1
211000022279921	chrUn_DS484584v1
211000022279538	chrUn_DS484588v1
211000022279574	chrUn_DS484591v1
211000022280344	chrUn_DS484592v1
211000022279139	chrUn_DS484593v1
211000022279192	chrUn_DS484595v1
211000022279097	chrUn_DS484601v1
211000022280220	chrUn_DS484602v1
211000022279002	chrUn_DS484606v1
211000022279971	chrUn_DS484607v1
211000022279745	chrUn_DS484614v1
211000022280320	chrUn_DS484616v1
211000022280326	chrUn_DS484617v1
211000022279633	chrUn_DS484619v1
211000022280161	chrUn_DS484621v1
211000022279121	chrUn_DS484629v1
211000022279858	chrUn_DS484630v1
211000022279230	chrUn_DS484632v1
211000022279481	chrUn_DS484635v1
211000022279208	chrUn_DS484639v1
211000022279049	chrUn_DS484642v1
211000022279159	chrUn_DS484646v1
211000022280298	chrUn_DS484649v1
211000022279337	chrUn_DS484651v1
211000022280700	chrUn_DS484652v1
211000022278388	chrUn_DS484653v1
211000022278992	chrUn_DS484654v1
211000022279931	chrUn_DS484656v1
211000022279450	chrUn_DS484658v1
211000022278559	chrUn_DS484659v1
211000022280160	chrUn_DS484661v1
211000022280247	chrUn_DS484662v1
211000022278132	chrUn_DS484663v1
211000022278306	chrUn_DS484667v1
211000022279896	chrUn_DS484671v1
211000022279575	chrUn_DS484673v1
211000022279490	chrUn_DS484678v1
211000022279970	chrUn_DS484685v1
211000022279788	chrUn_DS484686v1
211000022278224	chrUn_DS484689v1
211000022279934	chrUn_DS484692v1
211000022280074	chrUn_DS484693v1
211000022280315	chrUn_DS484699v1
211000022280226	chrUn_DS484700v1
211000022278298	chrUn_DS484707v1
211000022278979	chrUn_DS484709v1
211000022278754	chrUn_DS484710v1
211000022279839	chrUn_DS484712v1
211000022278969	chrUn_DS484713v1
211000022280297	chrUn_DS484714v1
211000022278376	chrUn_DS484716v1
211000022280131	chrUn_DS484718v1
211000022278525	chrUn_DS484720v1
211000022279040	chrUn_DS484721v1
211000022279691	chrUn_DS484722v1
211000022278176	chrUn_DS484726v1
211000022278597	chrUn_DS484727v1
211000022278866	chrUn_DS484728v1
211000022280292	chrUn_DS484729v1
211000022280196	chrUn_DS484734v1
211000022280694	chrUn_DS484735v1
211000022278334	chrUn_DS484736v1
211000022278891	chrUn_DS484738v1
211000022278521	chrUn_DS484739v1
211000022279842	chrUn_DS484742v1
211000022278244	chrUn_DS484746v1
211000022279246	chrUn_DS484748v1
211000022280159	chrUn_DS484750v1
211000022278451	chrUn_DS484751v1
211000022279671	chrUn_DS484752v1
211000022280325	chrUn_DS484754v1
211000022278307	chrUn_DS484756v1
211000022278947	chrUn_DS484760v1
211000022280221	chrUn_DS484762v1
211000022278733	chrUn_DS484764v1
211000022278210	chrUn_DS484769v1
211000022278182	chrUn_DS484770v1
211000022278786	chrUn_DS484771v1
211000022278594	chrUn_DS484772v1
211000022280102	chrUn_DS484773v1
211000022279619	chrUn_DS484774v1
211000022278721	chrUn_DS484776v1
211000022279540	chrUn_DS484779v1
211000022280338	chrUn_DS484780v1
211000022279207	chrUn_DS484782v1
211000022278456	chrUn_DS484787v1
211000022280031	chrUn_DS484789v1
211000022280235	chrUn_DS484792v1
211000022279152	chrUn_DS484796v1
211000022279904	chrUn_DS484797v1
211000022278550	chrUn_DS484798v1
211000022279696	chrUn_DS484799v1
211000022279664	chrUn_DS484802v1
211000022279509	chrUn_DS484804v1
211000022279204	chrUn_DS484806v1
211000022279793	chrUn_DS484812v1
211000022279875	chrUn_DS484815v1
211000022278286	chrUn_DS484816v1
211000022279522	chrUn_DS484817v1
211000022278262	chrUn_DS484822v1
211000022278568	chrUn_DS484825v1
211000022278139	chrUn_DS484827v1
211000022279748	chrUn_DS484828v1
211000022279600	chrUn_DS484831v1
211000022279749	chrUn_DS484834v1
211000022280009	chrUn_DS484836v1
211000022279507	chrUn_DS484838v1
211000022278366	chrUn_DS484841v1
211000022278420	chrUn_DS484842v1
211000022278558	chrUn_DS484843v1
211000022278548	chrUn_DS484844v1
211000022278949	chrUn_DS484846v1
211000022279464	chrUn_DS484847v1
211000022280706	chrUn_DS484848v1
211000022279454	chrUn_DS484851v1
211000022279529	chrUn_DS484852v1
211000022280336	chrUn_DS484853v1
211000022278167	chrUn_DS484855v1
211000022278038	chrUn_DS484861v1
211000022280322	chrUn_DS484862v1
211000022280644	chrUn_DS484865v1
211000022278593	chrUn_DS484866v1
211000022279694	chrUn_DS484869v1
211000022280346	chrUn_DS484870v1
211000022280676	chrUn_DS484872v1
211000022279737	chrUn_DS484874v1
211000022279890	chrUn_DS484878v1
211000022278256	chrUn_DS484881v1
211000022279593	chrUn_DS484882v1
211000022278676	chrUn_DS484884v1
211000022279393	chrUn_DS484886v1
211000022280181	chrUn_DS484887v1
211000022280071	chrUn_DS484888v1
211000022279433	chrUn_DS484889v1
211000022279371	chrUn_DS484894v1
211000022279023	chrUn_DS484895v1
211000022278575	chrUn_DS484896v1
211000022278689	chrUn_DS484897v1
211000022280341	chrUn_DS484898v1
211000022279324	chrUn_DS484899v1
211000022280030	chrUn_DS484901v1
211000022278413	chrUn_DS484904v1
211000022279365	chrUn_DS484910v1
211000022279100	chrUn_DS484916v1
211000022280327	chrUn_DS484917v1
211000022279415	chrUn_DS484919v1
211000022278757	chrUn_DS484920v1
211000022278157	chrUn_DS484921v1
211000022278793	chrUn_DS484922v1
211000022278127	chrUn_DS484923v1
211000022280343	chrUn_DS484926v1
211000022280162	chrUn_DS484927v1
211000022279421	chrUn_DS484929v1
211000022280206	chrUn_DS484930v1
211000022279871	chrUn_DS484932v1
211000022278212	chrUn_DS484933v1
211000022278151	chrUn_DS484938v1
211000022280140	chrUn_DS484940v1
211000022279274	chrUn_DS484941v1
211000022279685	chrUn_DS484943v1
211000022278144	chrUn_DS484944v1
211000022278865	chrUn_DS484948v1
211000022279516	chrUn_DS484954v1
211000022279106	chrUn_DS484960v1
211000022279343	chrUn_DS484962v1
211000022278194	chrUn_DS484964v1
211000022279362	chrUn_DS484967v1
211000022278204	chrUn_DS484972v1
211000022278714	chrUn_DS484976v1
211000022278899	chrUn_DS484979v1
211000022279143	chrUn_DS484982v1
211000022279354	chrUn_DS484984v1
211000022278894	chrUn_DS484985v1
211000022278915	chrUn_DS484987v1
211000022278408	chrUn_DS484988v1
211000022279048	chrUn_DS484991v1
211000022278574	chrUn_DS484993v1
211000022279699	chrUn_DS484998v1
211000022278735	chrUn_DS484999v1
211000022278962	chrUn_DS485000v1
211000022280191	chrUn_DS485002v1
211000022279723	chrUn_DS485004v1
211000022279087	chrUn_DS485005v1
211000022279318	chrUn_DS485007v1
211000022279692	chrUn_DS485010v1
211000022279580	chrUn_DS485011v1
211000022278604	chrUn_DS485019v1
211000022279770	chrUn_DS485020v1
211000022279926	chrUn_DS485022v1
211000022278338	chrUn_DS485024v1
211000022279411	chrUn_DS485025v1
211000022278980	chrUn_DS485026v1
211000022279182	chrUn_DS485027v1
211000022278348	chrUn_DS485029v1
211000022280152	chrUn_DS485030v1
211000022279708	chrUn_DS485031v1
211000022279805	chrUn_DS485032v1
211000022280262	chrUn_DS485035v1
211000022279656	chrUn_DS485036v1
211000022278356	chrUn_DS485038v1
211000022280174	chrUn_DS485041v1
211000022279378	chrUn_DS485045v1
211000022279724	chrUn_DS485046v1
211000022278580	chrUn_DS485047v1
211000022279441	chrUn_DS485053v1
211000022278973	chrUn_DS485055v1
211000022278773	chrUn_DS485056v1
211000022278993	chrUn_DS485058v1
211000022279015	chrUn_DS485059v1
211000022278932	chrUn_DS485062v1
211000022278889	chrUn_DS485064v1
211000022278302	chrUn_DS485065v1
211000022279856	chrUn_DS485066v1
211000022280224	chrUn_DS485067v1
211000022279615	chrUn_DS485068v1
211000022280091	chrUn_DS485071v1
211000022278281	chrUn_DS485073v1
211000022278887	chrUn_DS485076v1
211000022279172	chrUn_DS485079v1
211000022278848	chrUn_DS485082v1
211000022280020	chrUn_DS485083v1
211000022280045	chrUn_DS485085v1
211000022278161	chrUn_DS485086v1
211000022279432	chrUn_DS485087v1
211000022279990	chrUn_DS485088v1
211000022278717	chrUn_DS485089v1
211000022280177	chrUn_DS485091v1
211000022279218	chrUn_DS485092v1
211000022280678	chrUn_DS485098v1
211000022278943	chrUn_DS485100v1
211000022278808	chrUn_DS485102v1
211000022280053	chrUn_DS485105v1
211000022280304	chrUn_DS485107v1
211000022279124	chrUn_DS485117v1
211000022279412	chrUn_DS485118v1
211000022279267	chrUn_DS485122v1
211000022278369	chrUn_DS485123v1
211000022279728	chrUn_DS485125v1
211000022279417	chrUn_DS485127v1
211000022278136	chrUn_DS485130v1
211000022278727	chrUn_DS485132v1
211000022279183	chrUn_DS485133v1
211000022280210	chrUn_DS485134v1
211000022279144	chrUn_DS485136v1
211000022278582	chrUn_DS485138v1
211000022280179	chrUn_DS485140v1
211000022280318	chrUn_DS485144v1
211000022279645	chrUn_DS485146v1
211000022279156	chrUn_DS485148v1
211000022279778	chrUn_DS485149v1
211000022278242	chrUn_DS485150v1
211000022279979	chrUn_DS485151v1
211000022280085	chrUn_DS485152v1
211000022278755	chrUn_DS485153v1
211000022280126	chrUn_DS485154v1
211000022280303	chrUn_DS485155v1
211000022279128	chrUn_DS485156v1
211000022280139	chrUn_DS485157v1
211000022279590	chrUn_DS485160v1
211000022279682	chrUn_DS485161v1
211000022280308	chrUn_DS485162v1
211000022278758	chrUn_DS485163v1
211000022278651	chrUn_DS485165v1
211000022280230	chrUn_DS485169v1
211000022279017	chrUn_DS485173v1
211000022279647	chrUn_DS485174v1
211000022280081	chrUn_DS485176v1
211000022279872	chrUn_DS485177v1
211000022278196	chrUn_DS485181v1
211000022280691	chrUn_DS485182v1
211000022279554	chrUn_DS485184v1
211000022279991	chrUn_DS485190v1
211000022279185	chrUn_DS485192v1
211000022279648	chrUn_DS485194v1
211000022280314	chrUn_DS485198v1
211000022278748	chrUn_DS485199v1
211000022279729	chrUn_DS485200v1
211000022279480	chrUn_DS485203v1
211000022279819	chrUn_DS485204v1
211000022278409	chrUn_DS485205v1
211000022279591	chrUn_DS485208v1
211000022278729	chrUn_DS485209v1
211000022279853	chrUn_DS485211v1
211000022279445	chrUn_DS485215v1
211000022280154	chrUn_DS485216v1
211000022279425	chrUn_DS485218v1
211000022279413	chrUn_DS485220v1
211000022280120	chrUn_DS485221v1
211000022278430	chrUn_DS485223v1
211000022279127	chrUn_DS485224v1
211000022278503	chrUn_DS485226v1
211000022280121	chrUn_DS485227v1
211000022279555	chrUn_DS485228v1
